"ProfID","HorID","top","bottom","SOC","BLD","CRF","SAND","SILT","CLAY"
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,19,77,18,5
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,19,77,18,5
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,19,77,18,5
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,19,77,18,5
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,19,77,18,5
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,19,77,18,5
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,19,77,18,5
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,19,77,18,5
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,19,77,18,5
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,19,77,18,5
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,NA,NA,NA,NA
"P2881","P2881H01",0,38,NA,NA,19,77,18,5
"P2882","P2882H01",0,15,5.37,NA,6,60,35,5
"P2885","P2885H01",0,12,4.16,NA,0,74,20,6
"P2889","P2889H01",0,40,NA,NA,0,49,43,8
"P2891","P2891H01",0,26,1.2,NA,35,87,10,3
"P2900","P2900H01",0,8,5.32,NA,0,44,40,16
"P2900","P2900H02",8,30,NA,NA,0,81,14,6
"P2906","P2906H01",0,20,1.36,NA,0,68,31,1
"P2908","P2908H01",0,20,NA,NA,0,53,38,10
"P2910","P2910H01",0,22,1.63,NA,1,54,5,41
"P2912","P2912H01",0,20,3.14,NA,1,86,5,9
"P2913","P2913H01",0,20,3.88,NA,1,81,5,14
"P2913","P2913H02",20,62,1.53,NA,2,34,49,18
"P2913","P2913H03",62,80,0.57,NA,1,58,41,1
"P2913","P2913H04",80,150,0.89,NA,1,84,14,3
"P2914","P2914H01",0,32,3.73,NA,1,44,30,26
"P2916","P2916H01",0,20,1.56,NA,4,70,27,3
"P2917","P2917H01",0,20,1.56,NA,0,51,44,5
"P2918","P2918H01",0,20,NA,NA,1,83,9,7
"P2921","P2921H01",0,20,1.35,NA,29,78,20,2
"P2921","P2921H02",20,40,NA,NA,0,0,0,0
"P2922","P2922H01",0,30,1.94,NA,0,71,22,6
"P2924","P2924H01",0,20,NA,NA,3,30,59,11
"P2925","P2925H01",0,20,0.68,NA,10,64,22,14
"P2926","P2926H01",0,20,NA,NA,2,61,30,8
"P2927","P2927H01",0,20,2.22,NA,3,44,44,12
"P2927","P2927H02",20,40,1.82,NA,7,65,21,14
"P2928","P2928H01",0,25,1.38,NA,8,44,43,13
"P2929","P2929H01",0,30,0.77,NA,0,55,32,13
"P2930","P2930H01",0,20,3.25,NA,1,30,54,16
"P2931","P2931H01",0,20,1.21,NA,5,67,31,2
"P2932","P2932H01",0,20,NA,NA,1,49,40,10
"P2934","P2934H01",0,18,4.46,NA,2,44,47,10
"P2935","P2935H01",0,20,3.38,NA,1,48,23,29
"P2936","P2936H01",0,20,2.6,NA,28,76,17,7
"P2937","P2937H01",0,20,2.67,NA,5,69,24,7
"P2940","P2940H01",0,20,0.52,NA,5,76,21,4
"P2942","P2942H01",0,20,NA,NA,19,83,12,5
"P2943","P2943H01",0,20,0.72,NA,1,83,9,7
"P2944","P2944H01",0,20,1.02,NA,19,73,22,5
"P2946","P2946H01",0,20,1.14,NA,7,61,28,11
"P2947","P2947H01",0,18,2.46,NA,1,61,27,13
"P2948","P2948H01",0,40,0.78,NA,8,78,17,6
"P2950","P2950H01",0,20,NA,NA,0,85,10,6
"P2951","P2951H01",0,20,NA,NA,0,37,61,2
"P2951","P2951H02",20,40,NA,NA,0,77,18,5
"P2952","P2952H01",0,35,NA,NA,32,97,3,1
"P2952","P2952H02",35,60,NA,NA,0,0,0,0
"P2953","P2953H01",0,20,NA,NA,46,93,6,1
"P2954","P2954H01",0,25,NA,NA,0,90,10,0
"P2955","P2955H01",0,20,NA,NA,18,88,10,2
"P2956","P2956H01",0,20,1.47,NA,23,86,14,1
"P2956","P2956H02",40,70,0.74,NA,7,82,3,15
"P2956","P2956H03",110,130,NA,NA,23,74,23,4
"P2957","P2957H01",0,35,0.89,NA,12,86,9,5
"P2958","P2958H01",0,20,0.14,NA,3,79,18,3
"P2959","P2959H01",0,20,0,NA,2,57,36,6
"P2960","P2960H01",0,20,1.71,NA,1,74,21,5
"P2960","P2960H02",20,60,0,NA,0,97,1,3
"P2962","P2962H01",0,20,1.45,NA,24,83,16,1
"P2964","P2964H01",0,30,1.02,NA,0,63,35,1
"P2964","P2964H02",30,65,NA,NA,1,22,62,16
"P2965","P2965H01",0,20,NA,NA,15,78,22,0
"P2966","P2966H01",0,30,1.3,NA,32,77,18,6
"P2967","P2967H01",0,18,0.69,NA,10,97,3,0
"P2967","P2967H02",18,34,0.62,NA,14,93,5,3
"P2967","P2967H03",34,54,0.41,NA,39,100,1,0
"P2967","P2967H04",54,80,0.41,NA,62,98,2,0
"P2967","P2967H05",80,95,NA,NA,25,90,9,2
"P2968","P2968H01",0,20,NA,NA,1,27,56,17
"P2968","P2968H02",20,40,NA,NA,2,35,57,7
"P2971","P2971H01",0,15,NA,NA,NA,NA,NA,NA
"P2971","P2971H02",15,35,NA,NA,NA,NA,NA,NA
"P2971","P2971H03",35,100,NA,NA,NA,NA,NA,NA
"P2974","P2974H01",0,25,NA,NA,0,80,15,4
"P2975","P2975H01",0,18,NA,NA,0,68,31,1
"P2977","P2977H01",0,25,1.32,NA,1,27,61,13
"P2978","P2978H01",0,15,NA,NA,3,65,25,10
"P2979","P2979H01",0,18,2.21,NA,6,40,52,8
"P2979","P2979H02",18,36,1.39,NA,8,33,50,18
"P2979","P2979H03",36,70,0.94,NA,2,18,59,23
"P2979","P2979H04",70,120,0.66,NA,11,24,51,25
"P2981","P2981H01",0,18,2.75,NA,1,18,54,28
"P2982","P2982H01",0,40,1.69,NA,0,77,18,5
"P2982","P2982H02",40,60,NA,NA,NA,NA,NA,NA
"P2982","P2982H03",60,120,NA,NA,NA,NA,NA,NA
"P2984","P2984H01",0,20,2.03,NA,1,34,54,13
"P2985","P2985H01",0,20,NA,NA,9,70,25,5
"P2986","P2986H01",0,40,NA,NA,1,58,32,10
"P2987","P2987H01",0,20,1.68,NA,12,50,43,7
"P2988","P2988H01",0,20,0.81,NA,25,78,14,8
"P2990","P2990H01",0,25,1.59,NA,0,87,11,2
"P2990","P2990H02",25,60,NA,NA,NA,NA,NA,NA
"P2991","P2991H01",0,20,1.35,NA,0,80,19,2
"P2991","P2991H02",20,42,NA,NA,NA,NA,NA,NA
"P2991","P2991H03",42,60,NA,NA,NA,NA,NA,NA
"P2991","P2991H04",60,100,NA,NA,NA,NA,NA,NA
"P2993","P2993H01",0,20,NA,NA,27,88,10,2
"P2995","P2995H01",0,10,1.92,NA,18,94,6,0
"P2995","P2995H02",10,20,NA,NA,NA,NA,NA,NA
"P2995","P2995H03",20,62,NA,NA,NA,NA,NA,NA
"P2995","P2995H04",62,100,NA,NA,NA,NA,NA,NA
"P2996","P2996H01",0,20,1.75,NA,0,63,34,3
"P2996","P2996H02",20,50,1.26,NA,0,64,27,10
"P2996","P2996H03",50,100,0.7,NA,0,77,18,6
"P2997","P2997H01",0,30,0.66,NA,0,69,24,8
"P2997","P2997H02",30,85,NA,NA,NA,NA,NA,NA
"P2997","P2997H03",85,115,NA,NA,NA,NA,NA,NA
"P2999","P2999H01",0,20,0.94,NA,28,87,9,4
"P3000","P3000H01",0,20,0.71,NA,0,83,15,2
"P3001","P3001H01",0,20,1.25,NA,2,46,47,8
"P3003","P3003H01",0,20,NA,NA,0,87,9,4
"P3003","P3003H02",20,40,NA,NA,NA,NA,NA,NA
"P3003","P3003H03",40,120,NA,NA,NA,NA,NA,NA
"P3011","P3011H01",0,23,2.55,NA,5,77,17,6
"P3011","P3011H02",23,50,NA,NA,NA,NA,NA,NA
"P3011","P3011H03",50,80,NA,NA,NA,NA,NA,NA
"P3011","P3011H04",80,120,NA,NA,NA,NA,NA,NA
"P3012","P3012H01",0,27,0.88,NA,3,52,32,16
"P3014","P3014H01",0,20,2.27,NA,0,24,67,9
"P3015","P3015H01",0,20,1.33,NA,1,64,35,2
"P3052","P3052H01",0,20,3.56,NA,15,48,39,14
"P3052","P3052H02",20,75,2.59,NA,7,42,29,28
"P3055","P3055H01",0,20,1.96,NA,31,65,24,11
"P3055","P3055H02",20,80,1.09,NA,53,60,22,18
"P3055","P3055H03",80,110,1.79,NA,25,64,21,16
"P3056","P3056H01",0,10,2.19,NA,28,55,30,14
"P3056","P3056H02",10,30,1.71,NA,43,49,25,25
"P3058","P3058H01",0,16,2.36,NA,7,69,25,6
"P3058","P3058H02",16,60,1.39,NA,2,40,36,25
"P3059","P3059H01",0,23,1.47,NA,27,85,12,3
"P3059","P3059H02",23,54,0.87,NA,24,90,7,4
"P3060","P3060H01",0,20,3.43,2.82,1,32,47,21
"P3060","P3060H02",20,66,1.68,2.87,6,37,46,18
"P3060","P3060H03",66,100,1.4,NA,11,43,35,22
"P3060","P3060H04",100,130,1.72,NA,27,47,28,25
"P3061","P3061H01",0,40,NA,NA,14,42,39,19
"P3061","P3061H02",40,85,NA,2.91,35,76,14,11
"P3062","P3062H01",0,25,2.97,NA,20,62,23,15
"P3062","P3062H02",25,55,1.86,NA,11,40,17,43
"P3062","P3062H03",55,95,0.92,NA,11,38,19,43
"P3062","P3062H04",95,140,0.9,NA,16,40,19,40
"P3063","P3063H01",0,60,3.97,2.83,0,33,45,21
"P3063","P3063H02",60,100,2.28,2.74,0,33,48,20
"P3064","P3064H01",0,40,2.47,NA,15,45,39,16
"P3064","P3064H02",40,90,1.57,NA,6,67,16,18
"P3065","P3065H01",0,16,1.79,NA,41,79,17,5
"P3065","P3065H02",16,40,1.57,NA,52,62,24,14
"P3066","P3066H01",0,20,2.13,NA,16,75,19,7
"P3066","P3066H02",20,80,1.83,NA,12,75,19,6
"P3067","P3067H01",0,15,3.27,NA,8,54,35,11
"P3067","P3067H02",15,40,2.24,NA,3,59,30,10
"P3069","P3069H01",0,32,1.58,2.73,12,48,17,36
"P3069","P3069H02",32,68,0.98,2.75,16,42,19,39
"P3069","P3069H03",68,95,0.74,NA,14,46,24,31
"P3070","P3070H01",0,35,1.32,NA,20,67,18,16
"P3070","P3070H02",35,64,0.67,NA,14,72,16,12
"P3070","P3070H03",64,90,0.61,NA,20,81,13,6
"P3071","P3071H01",0,47,2.31,NA,15,58,37,5
"P3071","P3071H02",47,73,1.21,NA,25,79,14,7
"P3072","P3072H01",0,25,1.3,NA,5,80,15,6
"P3072","P3072H02",25,50,1.36,NA,7,73,21,7
"P3073","P3073H01",0,20,1.1,NA,34,95,4,2
"P3074","P3074H01",0,23,2.18,2.72,1,51,36,13
"P3074","P3074H02",23,42,1.76,2.76,1,53,31,16
"P3074","P3074H03",42,100,NA,2.78,NA,NA,NA,NA
"P3074","P3074H04",100,130,NA,NA,NA,NA,NA,NA
"P3075","P3075H01",0,16,1.89,NA,35,87,11,2
"P3075","P3075H02",16,67,1.4,NA,23,77,18,6
"P3076","P3076H01",0,30,1.61,NA,22,76,17,8
"P3077","P3077H01",0,22,4.86,NA,29,62,32,8
"P3077","P3077H02",22,62,1.92,NA,40,82,12,6
"P3077","P3077H03",62,88,0.94,NA,NA,NA,NA,NA
"P3078","P3078H01",0,20,1.88,NA,9,58,21,21
"P3078","P3078H02",20,40,1.68,NA,12,54,26,19
"P3078","P3078H03",85,105,0.75,NA,44,65,15,20
"P3079","P3079H01",0,17,2.08,NA,41,74,16,10
"P3079","P3079H02",17,40,1.34,NA,NA,NA,NA,NA
"P3080","P3080H01",0,13,2.3,NA,1,78,17,6
"P3080","P3080H02",13,30,1.76,NA,5,80,14,6
"P3081","P3081H01",0,20,1.5,2.76,2,63,27,11
"P3081","P3081H02",20,50,1.33,2.82,0,64,22,14
"P3081","P3081H03",50,80,NA,2.76,NA,NA,NA,NA
"P3081","P3081H04",80,115,NA,NA,NA,NA,NA,NA
"P3082","P3082H01",0,17,1.98,NA,55,75,17,8
"P3082","P3082H02",17,40,1.32,NA,45,67,16,17
"P3083","P3083H01",0,20,2.85,NA,52,72,21,7
"P3083","P3083H02",20,40,1.69,NA,45,77,13,11
"P3084","P3084H01",0,20,0.72,2.78,0,76,16,8
"P3084","P3084H02",20,50,0.66,2.83,1,80,12,8
"P3084","P3084H03",50,75,0.42,NA,0,89,10,2
"P3084","P3084H04",75,120,0.75,NA,0,79,18,4
"P3084","P3084H05",120,150,0.79,NA,1,87,10,3
"P3085","P3085H01",0,20,1.37,NA,0,61,35,4
"P3085","P3085H02",20,60,1.09,NA,0,61,31,8
"P3085","P3085H03",60,79,NA,2.75,0,0,0,0
"P3085","P3085H04",79,120,NA,2.78,0,0,0,0
"P3086","P3086H01",0,20,1.25,NA,0,81,12,8
"P3086","P3086H02",20,36,0.78,2.75,1,81,11,8
"P3086","P3086H03",36,75,0.99,2.8,0,39,38,23
"P3086","P3086H04",75,100,0.94,2.85,0,68,23,10
"P3087","P3087H01",0,33,1.21,NA,19,74,22,4
"P3087","P3087H02",33,54,0.48,NA,14,95,5,1
"P3088","P3088H01",0,20,1.77,NA,4,50,46,4
"P3088","P3088H02",20,50,1.72,NA,1,51,27,22
"P3089","P3089H01",0,25,1.55,2.87,0,70,18,12
"P3089","P3089H02",25,45,1,2.89,0,70,15,16
"P3089","P3089H03",45,85,NA,2.9,NA,NA,NA,NA
"P3091","P3091H01",0,20,NA,NA,16,76,21,4
"P3091","P3091H02",20,60,NA,NA,3,61,27,12
"P3092","P3092H01",0,20,0.86,NA,11,77,19,4
"P3092","P3092H02",20,70,0.63,NA,40,75,15,11
"P3093","P3093H01",0,20,2.49,NA,0,30,54,17
"P3093","P3093H02",20,45,1.77,NA,0,46,36,19
"P3094","P3094H01",0,14,1.81,NA,2,64,27,10
"P3094","P3094H02",14,45,1.38,2.79,1,61,23,15
"P3094","P3094H03",45,85,1.18,2.83,21,66,25,10
"P3094","P3094H04",85,105,1.23,NA,14,76,15,10
"P3095","P3095H01",0,25,NA,NA,0,75,16,11
"P3095","P3095H02",25,65,NA,NA,2,74,7,19
"P3096","P3096H01",0,20,1.52,NA,3,65,27,9
"P3096","P3096H02",20,40,1.38,NA,4,66,23,11
"P3097","P3097H01",0,25,3.46,2.76,0,27,56,17
"P3097","P3097H02",25,60,1.86,NA,0,21,54,24
"P3097","P3097H03",60,95,2.1,NA,0,15,58,27
"P3097","P3097H04",95,130,2.39,NA,0,24,51,25
"P3099","P3099H01",0,20,3.43,NA,0,34,40,26
"P3099","P3099H02",20,60,2.48,2.72,0,30,48,22
"P3101","P3101H01",0,25,1.6,NA,0,48,32,19
"P3101","P3101H02",25,60,1.63,NA,0,46,39,15
"P3101","P3101H03",60,100,1.89,NA,0,21,57,22
"P3101","P3101H04",100,150,2.11,NA,0,24,57,20
"P3102","P3102H01",0,25,3.83,NA,0,58,30,13
"P3102","P3102H02",25,55,2.19,NA,0,57,32,12
"P3103","P3103H01",0,12,NA,NA,6,79,16,5
"P3103","P3103H02",12,48,NA,2.68,7,74,17,10
"P3103","P3103H03",48,82,0.85,2.73,3,63,23,14
"P3103","P3103H04",82,110,0.73,2.75,5,67,21,12
"P3104","P3104H01",0,25,2.62,NA,10,85,12,4
"P3104","P3104H02",25,50,1.93,NA,4,72,16,13
"P3105","P3105H01",0,25,1.01,NA,32,93,4,3
"P3105","P3105H02",25,85,0.52,NA,3,91,6,3
"P3106","P3106H01",0,20,1.67,NA,5,94,5,2
"P3106","P3106H02",20,95,0.53,NA,4,93,5,3
"P3108","P3108H01",0,20,0.77,NA,21,95,4,2
"P3108","P3108H02",20,55,0.78,NA,21,86,10,4
"P3109","P3109H01",5,28,1.58,2.72,4,83,10,7
"P3109","P3109H02",28,78,1.02,2.69,3,86,10,5
"P3109","P3109H03",78,125,0.9,2.7,2,74,17,9
"P3111","P3111H01",0,20,NA,NA,28,92,6,3
"P3111","P3111H02",20,50,NA,NA,14,81,12,7
"P3112","P3112H01",0,20,1,NA,9,89,8,2
"P3112","P3112H02",20,50,0.86,NA,16,91,8,2
"P3114","P3114H01",0,20,2.26,2.75,0,56,33,11
"P3114","P3114H02",20,77,1.23,2.79,0,60,33,7
"P3114","P3114H03",77,140,NA,2.82,NA,NA,NA,NA
"P3115","P3115H01",0,20,3.69,NA,0,59,32,9
"P3115","P3115H02",20,60,1.7,NA,0,54,35,11
"P3116","P3116H01",0,20,4.5,NA,0,46,44,10
"P3116","P3116H02",40,55,1.99,NA,0,56,33,11
"P3116","P3116H03",70,85,NA,NA,NA,NA,NA,NA
"P3116","P3116H04",105,125,NA,NA,NA,NA,NA,NA
"P3116","P3116H05",135,145,NA,NA,NA,NA,NA,NA
"P3117","P3117H01",0,40,2.06,2.85,4,58,31,11
"P3117","P3117H02",40,77,1.14,2.92,46,79,15,6
"P3117","P3117H03",77,120,1.41,NA,2,73,21,6
"P3118","P3118H01",0,30,1.06,2.73,0,69,20,11
"P3118","P3118H02",30,50,0.6,2.72,0,85,11,4
"P3118","P3118H03",50,80,0.71,2.73,0,75,18,7
"P3118","P3118H04",80,160,0.92,2.78,0,66,24,10
"P3119","P3119H01",0,30,1.72,2.74,0,62,27,11
"P3119","P3119H02",30,55,1.2,0,0,68,18,14
"P3119","P3119H03",55,130,1.41,0,0,54,34,12
"P3120","P3120H01",0,20,1.14,2.75,0,70,23,8
"P3120","P3120H02",20,41,0.71,2.28,0,84,12,3
"P3120","P3120H03",41,51,NA,NA,1,96,4,2
"P3120","P3120H04",51,120,NA,NA,0,76,22,2
"P3121","P3121H01",0,25,1.89,NA,0,62,23,14
"P3121","P3121H02",25,50,0.83,NA,0,57,28,16
"P3122","P3122H01",0,25,1.39,NA,0,75,19,6
"P3123","P3123H01",0,25,1.69,2.74,0,76,19,5
"P3123","P3123H02",25,50,1.13,2.73,1,69,24,7
"P3123","P3123H03",50,70,NA,NA,NA,NA,NA,NA
"P3123","P3123H04",70,110,NA,NA,NA,NA,NA,NA
"P3124","P3124H01",0,25,1.1,2.74,0,73,22,5
"P3124","P3124H02",25,50,0.92,2.74,1,76,19,4
"P3125","P3125H01",0,18,1.8,NA,0,76,21,3
"P3125","P3125H02",18,26,1.3,NA,1,91,7,3
"P3126","P3126H01",0,30,2.91,2.7,0,41,37,22
"P3126","P3126H02",30,85,2.05,2.75,0,21,53,26
"P3127","P3127H01",0,40,2.28,NA,9,88,8,5
"P3127","P3127H02",40,66,1.98,NA,41,87,10,3
"P3148","P3148H01",0,28,3.12,NA,17,75,16,9
"P3149","P3149H01",0,38,1.37,NA,17,77,16,7
"P3152","P3152H01",0,36,2.14,NA,26,73,17,10
"P3152","P3152H02",36,60,0.74,NA,13,64,17,19
"P3154","P3154H01",0,22,2.38,NA,8,57,21,23
"P3167","P3167H01",0,28,2.92,NA,25,67,17,16
"P3169","P3169H01",0,35,3.14,NA,7,43,22,35
"P3170","P3170H01",0,32,1.6,NA,18,68,20,13
"P3171","P3171H01",0,27,3.45,NA,27,61,19,21
"P3172","P3172H01",0,23,3.13,NA,13,69,20,11
"P3172","P3172H02",23,66,1.26,NA,1,42,23,35
"P3178","P3178H01",0,21,2.74,NA,32,80,8,12
"P3179","P3179H01",0,18,3.77,NA,25,78,15,7
"P3180","P3180H01",1,23,5.74,NA,18,79,14,7
"P3182","P3182H01",2,21,5.61,NA,16,63,24,14
"P3183","P3183H01",0,27,7.04,NA,9,50,37,13
"P3184","P3184H01",0,17,6.74,NA,35,67,24,9
"P3184","P3184H02",17,70,1.12,NA,19,70,21,9
"P3184","P3184H03",70,100,0.73,NA,26,76,16,8
"P3185","P3185H01",2,23,5.14,NA,20,61,33,6
"P3185","P3185H02",23,78,2.04,NA,10,57,25,18
"P3185","P3185H03",78,100,0.76,NA,18,55,22,23
"P3186","P3186H01",2,25,8.67,NA,43,84,10,7
"P3186","P3186H02",25,65,2.41,NA,23,84,11,6
"P3187","P3187H01",0,25,5.8,NA,32,68,24,9
"P3187","P3187H02",25,65,3.18,NA,41,70,31,10
"P3187","P3187H03",65,100,0.8,NA,18,76,18,6
"P3188","P3188H01",2,31,7.66,NA,2,36,21,43
"P3188","P3188H02",31,65,2.49,NA,6,41,15,43
"P3188","P3188H03",65,95,1.27,NA,12,51,25,24
"P3189","P3189H01",0,25,14.19,NA,14,49,36,15
"P3190","P3190H01",0,30,13.6,NA,12,41,44,15
"P3191","P3191H01",0,25,10.38,NA,4,71,18,11
"P3192","P3192H01",0,35,NA,NA,3,38,42,21
"P3193","P3193H01",0,37,NA,NA,1,44,43,14
"P3195","P3195H01",2,38,9.04,NA,3,36,31,33
"P3196","P3196H01",2,22,9.86,NA,10,66,27,8
"P3197","P3197H01",2,21,8.11,NA,13,60,30,10
"P3198","P3198H01",3,25,8.28,NA,26,83,11,6
"P3199","P3199H01",3,30,10.02,NA,14,50,37,12
"P3200","P3200H01",3,15,5.9,NA,29,50,35,14
"P3201","P3201H01",0,19,5.39,NA,22,78,13,9
"P3202","P3202H01",0,19,3.25,NA,24,82,13,5
"P3203","P3203H01",2,22,5.07,NA,31,79,13,8
"P3204","P3204H01",0,25,5.17,NA,3,57,26,17
"P3205","P3205H01",2,25,6.08,NA,11,58,20,21
"P3206","P3206H01",0,19,6.11,NA,9,47,36,17
"P3207","P3207H01",0,11,2.27,NA,13,87,7,7
"P3208","P3208H01",1,25,10.19,NA,9,50,32,18
"P3209","P3209H01",0,15,10.41,NA,29,59,36,4
"P3210","P3210H01",0,19,5.23,NA,66,79,16,5
"P3210","P3210H02",19,50,3.72,NA,34,76,19,5
"P3211","P3211H01",0,33,3.76,NA,16,59,27,14
"P3212","P3212H01",0,22,2.53,NA,15,65,12,24
"P3212","P3212H02",22,46,0.76,NA,1,51,26,23
"P3213","P3213H01",0,32,4.21,NA,28,65,27,8
"P3214","P3214H01",0,23,4.2,NA,19,68,21,12
"P3214","P3214H02",23,55,1.64,NA,11,60,17,23
"P3214","P3214H03",55,85,1.62,NA,9,51,14,35
"P3215","P3215H01",0,12,9.6,NA,18,53,33,13
"P3216","P3216H01",3,15,13.36,NA,9,73,25,2
"P3217","P3217H01",0,30,4.1,NA,20,71,20,9
"P3217","P3217H02",30,59,1.29,NA,27,69,20,11
"P3217","P3217H03",59,95,0.73,NA,17,58,32,9
"P3218","P3218H01",0,33,4.65,NA,15,67,25,8
"P3218","P3218H02",33,58,1.91,NA,15,58,29,13
"P3219","P3219H01",0,25,9.01,NA,22,75,19,6
"P3219","P3219H02",25,57,2.64,NA,26,62,30,8
"P3219","P3219H03",57,81,2.48,NA,14,64,22,14
"P3220","P3220H01",0,23,5.89,NA,20,84,12,4
"P3220","P3220H02",23,61,1.6,NA,24,89,9,2
"P3220","P3220H03",61,90,0.96,NA,25,91,8,1
"P3221","P3221H01",2,19,9.15,NA,15,63,33,5
"P3222","P3222H01",0,20,9.81,NA,9,80,18,2
"P3223","P3223H01",0,21,5.95,NA,31,75,18,8
"P3223","P3223H02",21,47,3.29,NA,35,76,18,7
"P3224","P3224H01",0,14,8.01,NA,8,56,32,12
"P3225","P3225H01",0,34,10.55,NA,32,66,34,0
"P3226","P3226H01",0,25,7.84,NA,23,70,27,4
"P3227","P3227H01",0,40,9.57,NA,39,69,30,1
"P3228","P3228H01",0,20,4.41,NA,13,74,19,7
"P3228","P3228H02",20,60,0.97,NA,12,74,22,5
"P3228","P3228H03",60,90,0.63,NA,18,77,20,3
"P3229","P3229H01",0,19,5.61,NA,34,57,34,9
"P3229","P3229H02",19,60,1.52,NA,29,55,37,8
"P3229","P3229H03",60,87,0.75,NA,21,58,36,7
"P3230","P3230H01",0,35,15.09,NA,33,39,28,34
"P3231","P3231H01",0,25,4.6,NA,18,59,29,12
"P3231","P3231H02",25,50,1.68,NA,28,67,20,13
"P3232","P3232H01",2,19,8.8,NA,13,48,43,9
"P3233","P3233H01",0,31,5.17,NA,17,68,25,8
"P3234","P3234H01",0,29,0,NA,10,45,39,16
"P3234","P3234H02",29,60,0,NA,7,31,49,20
"P3234","P3234H03",60,80,0,NA,4,23,61,16
"P3235","P3235H01",0,40,5.35,NA,45,59,27,14
"P3235","P3235H02",40,74,1.98,NA,54,60,21,20
"P3235","P3235H03",74,100,1.69,NA,43,62,18,20
"P3236","P3236H01",0,17,4.07,NA,30,75,18,8
"P3236","P3236H02",17,51,1.01,NA,32,66,23,11
"P3237","P3237H01",2,35,13.6,NA,12,41,44,15
"P3238","P3238H01",0,10,6.79,NA,32,80,10,9
"P3239","P3239H01",0,35,3.12,NA,13,85,13,2
"P3240","P3240H01",2,21,5.57,NA,16,62,34,4
"P3241","P3241H01",0,27,5.63,NA,16,64,31,6
"P3242","P3242H01",1,25,8.71,NA,30,66,26,8
"P3243","P3243H01",0,40,4.33,NA,7,56,19,24
"P3244","P3244H01",0,10,8.11,NA,19,79,16,5
"P3245","P3245H01",2,19,9.15,NA,15,63,33,5
"P3246","P3246H01",1,11,8.02,NA,23,83,18,0
"P3247","P3247H01",0,25,2.06,NA,14,74,24,1
"P3248","P3248H01",0,20,8.17,NA,20,81,19,0
"P3249","P3249H01",0,26,2.69,NA,20,74,20,6
"P3250","P3250H01",0,8,3.81,NA,17,83,18,0
"P3251","P3251H01",2,14,4.58,NA,25,86,11,3
"P3252","P3252H01",0,27,6.28,NA,23,84,16,0
"P3253","P3253H01",0,5,6.28,NA,23,84,16,0
"P3254","P3254H01",0,30,7.17,NA,27,80,18,1
"P3255","P3255H01",1,22,8.87,NA,19,90,9,0
"P3256","P3256H01",0,26,6.68,NA,21,81,19,0
"P3257","P3257H01",3,20,8.76,NA,11,77,22,2
"P3258","P3258H01",2,23,9.17,NA,12,72,27,1
"P3259","P3259H01",3,25,6.87,NA,21,72,27,1
"P3260","P3260H01",2,19,7.75,NA,19,84,14,2
"P3261","P3261H01",2,24,8.49,NA,23,83,13,5
"P3262","P3262H01",3,28,6.2,NA,18,75,26,0
"P3263","P3263H01",2,35,9.84,NA,27,75,19,6
