"ProfID","HorID","top","bottom","SOC","BLD","CRF","SAND","SILT","CLAY"
"P3264","P3264H01",0,24,2.6,NA,27,85,9,7
"P3265","P3265H01",0,19,2.25,NA,30,90,7,3
"P3266","P3266H01",0,24,2.69,NA,15,85,10,5
"P3267","P3267H01",0,16,1.75,NA,29,90,7,3
"P3268","P3268H01",0,19,1.73,NA,20,77,3,19
"P3268","P3268H02",19,50,0.87,NA,9,57,10,33
"P3269","P3269H01",0,15,2.07,NA,5,88,6,6
"P3269","P3269H02",15,28,1.09,NA,4,79,7,14
"P3270","P3270H01",0,15,2.09,NA,39,89,9,2
"P3271","P3271H01",0,18,1.15,NA,31,87,9,4
"P3272","P3272H01",0,15,2.38,NA,12,86,11,4
"P3273","P3273H01",0,21,2.51,NA,8,88,10,3
"P3274","P3274H01",0,18,0.66,NA,43,89,6,6
"P3275","P3275H01",0,22,4.09,NA,15,68,12,21
"P3276","P3276H01",0,23,1.54,NA,23,86,9,5
"P3277","P3277H01",0,32,1.35,NA,22,81,11,8
"P3278","P3278H01",0,10,1.85,NA,11,91,6,4
"P3279","P3279H01",0,22,7.61,NA,26,59,22,20
"P3279","P3279H02",22,37,2.09,NA,23,52,27,22
"P3279","P3279H03",37,60,1.56,NA,13,51,27,22
"P3280","P3280H01",0,20,1.39,NA,21,96,2,3
"P3281","P3281H01",0,19,2.64,NA,26.35,84,10.3,5.7
"P3282","P3282H01",0,15,1.64,NA,29,89,6,5
"P3283","P3283H01",0,14,1.61,NA,25,91,6,4
"P3284","P3284H01",0,16,1.9,NA,12,88,7,6
"P3285","P3285H01",0,30,2.26,NA,25,70,8,22
"P3285","P3285H02",30,73,1.45,NA,17,58,10,32
"P3286","P3286H01",0,18,2.17,NA,10,86,8,6
"P3287","P3287H01",0,19,2.93,NA,17,58,21,21
"P3288","P3288H01",0,15,4.72,NA,22,72,16,11
"P3289","P3289H01",0,33,2,NA,14,44,30,26
"P3289","P3289H01",0,33,4.51,NA,14,44,30,26
"P3289","P3289H02",33,46,3.13,NA,3,40,35,26
"P3290","P3290H01",0,20,8.97,NA,19,63,24,14
"P3291","P3291H01",0,16,3.06,NA,17,67,11,23
"P3291","P3291H02",16,33,1.8,NA,15,55,8,37
"P3292","P3292H01",0,17,1.23,NA,26,91,6,3
"P3293","P3293H01",0,20,2.71,NA,7,82,10,9
"P3294","P3294H01",0,23,1.66,NA,27,89,7,4
"P3295","P3295H01",0,26,1.93,NA,11,63,17,21
"P3295","P3295H01",0,26,1.96,NA,11,63,17,21
"P3295","P3295H02",26,60,1.7,NA,13,61,19,20
"P3296","P3296H01",0,19,2.14,NA,27,81,12,7
"P3297","P3297H01",0,19,2.75,NA,15,79,15,7
"P3297","P3297H02",19,33,1.43,NA,15,60,17,23
"P3298","P3298H01",0,27,1.61,NA,16,88,8,4
"P3299","P3299H01",0,24,1.75,NA,8,85,7,8
"P3300","P3300H01",0,17,2.02,NA,21,89,7,5
"P3301","P3301H01",0,33,0.84,NA,16,93,3,4
"P3302","P3302H01",0,17,6.36,NA,13,75,11,15
"P3302","P3302H02",17,55,2.74,NA,27,69,10,22
"P3303","P3303H01",0,5,4.35,NA,28,73,17,10
"P3303","P3303H01",0,5,4.35,NA,10,75,16,8
"P3304","P3304H01",0,23,1.24,NA,34,86,9,5
"P3305","P3305H01",0,20,2.33,NA,NA,NA,NA,NA
"P3305","P3305H01",0,20,2.33,NA,15,79,15,7
"P3305","P3305H01",0,20,NA,NA,NA,NA,NA,NA
"P3305","P3305H01",0,20,NA,NA,15,79,15,7
"P3305","P3305H01",0,20,2.33,NA,NA,NA,NA,NA
"P3305","P3305H01",0,20,2.33,NA,15,79,15,7
"P3305","P3305H01",0,20,NA,NA,NA,NA,NA,NA
"P3305","P3305H01",0,20,NA,NA,15,79,15,7
"P3305","P3305H02",20,42,1.8,NA,25,80,13,7
"P3305","P3305H02",20,42,NA,NA,25,80,13,7
"P3306","P3306H01",0,15,2.55,NA,11,91,5,4
"P3307","P3307H01",0,17,3.08,NA,13,80,13,7
"P3308","P3308H01",0,20,2.29,NA,24,87,8,5
"P3309","P3309H01",0,20,2.1,NA,30,87,8,5
"P3310","P3310H01",0,23,4.13,NA,31,82,13,5
"P3311","P3311H01",0,19,3.11,NA,19,86,9,5
"P3312","P3312H01",0,25,1.56,NA,14,88,8,4
"P3313","P3313H01",0,18,2.34,NA,30,85,11,4
"P3314","P3314H01",0,19,1.88,NA,21,83,14,3
"P3315","P3315H01",0,27,2.08,NA,1,72,18,10
"P3315","P3315H02",27,61,1.65,NA,0,75,15,10
"P3315","P3315H03",61,78,1.05,NA,0,88,8,4
"P3315","P3315H04",78,110,1.34,NA,0,57,26,18
"P3316","P3316H01",0,25,1.27,NA,15,86,10,4
"P3316","P3316H02",25,60,1.31,NA,13,86,8,7
"P3316","P3316H03",60,85,1.59,NA,16,87,6,6
"P3317","P3317H01",0,24,1.32,NA,26,94,4,2
"P3317","P3317H02",24,52,0.82,NA,24,95,2,3
"P3317","P3317H03",52,77,0.84,NA,11,93,4,3
"P3318","P3318H01",0,28,1.89,NA,8,57,25,19
"P3318","P3318H02",28,52,1.17,NA,0,57,26,17
"P3319","P3319H01",0,30,1.81,NA,21,76,13,12
"P3320","P3320H01",0,20,2.88,NA,32,87,9,4
"P3321","P3321H01",0,19,3,NA,29,85,10,5
"P3322","P3322H01",0,20,1.37,NA,23,93,5,2
"P3323","P3323H01",0,21,2.37,NA,18,87,9,5
"P3324","P3324H01",0,17,3.52,NA,37,78,16,7
"P3325","P3325H01",0,20,4.63,NA,22,73,21,7
"P3326","P3326H01",0,27,2.97,NA,11,68,17,14
"P3326","P3326H02",27,55,1.7,NA,16,69,13,18
"P3327","P3327H01",0,36,1.69,NA,8,85,7,9
"P3328","P3328H01",0,20,2.08,NA,25,89,8,4
"P3329","P3329H01",0,28,2.94,NA,29,88,9,4
"P3331","P3331H01",0,19,5.36,NA,25,81,12,7
"P3331","P3331H02",19,45,2.15,NA,31,84,8,8
"P3331","P3331H03",45,70,1.33,NA,34,84,10,7
"P3332","P3332H01",0,26,3.7,NA,22,80,13,7
"P3332","P3332H02",26,60,0.72,NA,22,86,9,6
"P3332","P3332H03",60,95,0.31,NA,14,86,10,5
"P3333","P3333H01",0,29,5.64,NA,29,86,10,4
"P3333","P3333H02",29,54,1.94,NA,27,92,4,4
"P3333","P3333H03",54,97,0.07,NA,28,93,5,2
"P3334","P3334H01",0,27,6.97,NA,38,79,16,6
"P3334","P3334H02",27,71,1.1,NA,34,82,14,4
"P3334","P3334H03",71,100,0.46,NA,39,80,18,2
"P3335","P3335H01",0,27,8.64,NA,41,74,18,8
"P3335","P3335H02",27,70,2.42,NA,47,75,13,13
"P3336","P3336H01",0,27,9.09,NA,15,83,10,7
"P3336","P3336H02",27,59,2.62,NA,26,84,11,5
"P3336","P3336H03",59,87,0.75,NA,38,93,5,2
"P3337","P3337H01",0,38,7.49,NA,25,79,16,6
"P3337","P3337H02",38,54,3.18,NA,29,86,10,4
"P3337","P3337H03",54,85,0.65,NA,25,95,5,0
"P3338","P3338H01",0,23,6.42,NA,9,80,13,7
"P3338","P3338H02",23,41,3.17,NA,28,79,12,9
"P3338","P3338H03",41,75,1.56,NA,48,89,8,4
"P3339","P3339H01",0,23,4.63,NA,42,87,9,4
"P3339","P3339H02",23,54,2.07,NA,47,89,8,3
"P3339","P3339H03",54,67,0.99,NA,64,94,1,6
"P3340","P3340H01",0,26,5.39,NA,20,83,10,8
"P3340","P3340H02",26,53,1.95,NA,25,85,6,9
"P3340","P3340H03",53,85,0.84,NA,26,88,7,5
"P3341","P3341H01",0,21,5.24,NA,20,76,15,9
"P3341","P3341H02",21,43,0.88,NA,40,87,9,5
"P3341","P3341H03",43,65,0.6,NA,50,89,8,3
"P3342","P3342H01",0,29,8.6,NA,23,88,4,8
"P3342","P3342H02",29,65,1.96,NA,15,81,12,7
"P3342","P3342H03",65,90,0.76,NA,19,86,6,8
"P3343","P3343H01",0,10,6.79,NA,57,77,16,7
"P3343","P3343H02",10,40,3.19,NA,61,79,16,5
"P3344","P3344H01",0,13,2.65,NA,14,91,6,3
"P3345","P3345H01",0,15,2.93,NA,12,81,15,5
"P3345","P3345H02",15,35,1.28,NA,2,84,11,5
"P3346","P3346H01",0,15,3.49,NA,50,91,7,2
"P3347","P3347H01",0,32,2.4,NA,34,82,11,7
"P3348","P3348H01",0,24,2.82,NA,13,74,16,10
"P3348","P3348H02",24,57,1.29,NA,12,80,9,11
"P3348","P3348H03",57,75,1.47,NA,16,77,14,10
"P3349","P3349H01",0,17,2.9,NA,23,79,14,7
"P3350","P3350H01",0,19,4.03,NA,25,78,16,6
"P3350","P3350H02",19,36,1.46,NA,14,75,20,6
"P3351","P3351H01",0,16,4.17,NA,10,75,21,5
"P3351","P3351H02",16,40,1.76,NA,13,82,12,7
"P3352","P3352H01",0,40,2.83,NA,8,66,15,19
"P3352","P3352H02",40,70,1.25,NA,10,51,11,38
"P3353","P3353H01",0,35,3.57,NA,3,44,18,37
"P3353","P3353H02",35,50,1.11,NA,1,43,22,36
"P3354","P3354H01",0,15,2.72,NA,26,76,15,8
"P3355","P3355H01",0,25,2.82,NA,4,48,27,25
"P3356","P3356H01",0,15,8.85,NA,46,66,27,7
"P3357","P3357H01",0,24,9.65,NA,21,56,28,16
"P3357","P3357H02",24,39,1.32,NA,9,44,30,26
"P3357","P3357H03",39,65,1.06,NA,13,40,35,25
"P3358","P3358H01",0,19,2.15,NA,5,43,28,30
"P3358","P3358H02",19,60,1.58,NA,1,29,17,55
"P3358","P3358H03",60,85,0.99,NA,2,25,14,62
"P3359","P3359H01",0,20,1.78,NA,27,62,27,11
"P3360","P3360H01",0,19,3.14,NA,24,82,13,5
"P3361","P3361H01",0,37,5.31,NA,28,51,27,23
"P3361","P3361H02",37,59,2.61,NA,32,45,29,26
"P3361","P3361H03",59,90,1.66,NA,17,40,32,27
"P3362","P3362H01",0,26,3.05,NA,25,84,10,7
"P3363","P3363H01",0,8,11.08,NA,10,48,24,28
"P3363","P3363H02",8,40,3.2,NA,14,37,19,44
"P3364","P3364H01",0,31,2.75,NA,4,30,23,47
"P3364","P3364H02",31,86,1.25,NA,1,27,19,54
"P3364","P3364H03",86,97,1.35,NA,1,23,23,54
"P3364","P3364H04",97,110,0.76,NA,2,29,29,42
"P3365","P3365H01",0,34,1.97,NA,20,49,21,30
"P3365","P3365H02",34,68,1.86,NA,8,43,30,27
"P3365","P3365H03",68,85,0.38,NA,2,46,45,9
"P3366","P3366H01",0,22,3.66,NA,48,66,22,13
"P3367","P3367H01",0,39,8.08,NA,18,42,35,24
"P3368","P3368H01",0,22,3.35,NA,23,43,21,36
"P3368","P3368H02",22,48,2.41,NA,25,47,17,36
"P3368","P3368H03",48,77,2.18,NA,31,47,21,33
"P3369","P3369H01",0,30,2.17,NA,21,83,10,6
"P3370","P3370H01",0,28,2.53,NA,4,89,9,3
"P3370","P3370H02",28,57,1.12,NA,4,77,14,9
"P3370","P3370H03",57,80,1.1,NA,7,80,11,10
"P3371","P3371H01",0,22,1.41,NA,11,80,9,11
"P3371","P3371H02",22,65,0.66,NA,6,64,11,25
"P3372","P3372H01",0,11,8.37,NA,26,53,28,19
"P3372","P3372H02",11,37,3.94,NA,30,49,28,23
"P3373","P3373H01",0,36,3.8,1.5,NA,32,53,16
"P3373","P3373H02",36,74,1.6,1.59,NA,47,40,13
"P3373","P3373H03",74,113,1.7,NA,NA,38,45,17
"P3374","P3374H01",0,36,2.7,1.26,4,49,35,16
"P3374","P3374H02",36,74,0.9,1.73,NA,47,37,16
"P3374","P3374H03",74,113,0.8,NA,NA,24,51,25
"P3375","P3375H01",0,23,NA,1.21,NA,31,57,12
"P3375","P3375H01",0,23,NA,NA,NA,31,57,12
"P3375","P3375H02",40,65,NA,1.2,NA,24,61,16
"P3375","P3375H03",65,102,NA,NA,NA,43,41,16
"P3376","P3376H01",0,7,1.6,1.5,13,58,39,4
"P3376","P3376H02",7,35,2.8,NA,2,37,54,10
"P3376","P3376H03",50,84,1.4,1.65,NA,37,48,15
"P3376","P3376H04",84,104,1.1,NA,NA,22,57,21
"P3377","P3377H01",0,22,NA,1.56,NA,41,43,16
"P3377","P3377H02",51,81,NA,1.63,NA,44,38,18
"P3377","P3377H03",96,128,NA,NA,NA,74,18,7
"P3378","P3378H01",0,16,3.4,1.12,NA,NA,NA,NA
"P3378","P3378H02",16,39,2.6,NA,NA,NA,NA,NA
"P3378","P3378H03",39,79,1.9,1.35,NA,NA,NA,NA
"P3379","P3379H01",0,15,3.5,1.2,NA,NA,NA,NA
"P3379","P3379H02",15,44,2.2,1.48,NA,NA,NA,NA
"P3379","P3379H03",44,78,1.3,NA,NA,NA,NA,NA
"P3379","P3379H04",78,117,0.8,NA,NA,NA,NA,NA
"P3380","P3380H01",0,24,3,1.14,NA,19,60,21
"P3380","P3380H02",24,50,2.3,1.57,NA,26,45,30
"P3380","P3380H03",62,103,1.2,NA,NA,24,49,27
"P3381","P3381H01",0,26,1.6,1.3,NA,32,48,20
"P3381","P3381H02",26,65,1.5,1.72,NA,36,37,27
"P3381","P3381H03",65,97,0.3,NA,NA,54,28,18
"P3382","P3382H01",0,25,3.9,1.64,NA,26,50,24
"P3382","P3382H02",25,56,1.6,1.61,NA,34,41,25
"P3382","P3382H03",80,111,NA,NA,NA,31,36,33
"P3383","P3383H01",0,22,2.5,1.36,NA,38,51,12
"P3383","P3383H02",36,70,1.9,1.77,NA,62,14,25
"P3383","P3383H03",80,105,0.4,NA,NA,46,52,3
"P3384","P3384H01",0,36,2.5,1.44,NA,NA,NA,NA
"P3384","P3384H02",50,82,2.4,1.58,NA,NA,NA,NA
"P3384","P3384H03",96,121,1.2,NA,NA,NA,NA,NA
"P3385","P3385H01",0,38,1.1,1.56,6,69,22,9
"P3385","P3385H02",54,90,1,1.74,NA,51,33,16
"P3385","P3385H03",100,132,3.8,NA,52,83,10,6
"P3386","P3386H01",0,40,1.2,1.41,NA,46,37,17
"P3386","P3386H02",59,98,0.5,1.79,NA,59,25,16
"P3386","P3386H03",98,116,0.3,NA,NA,56,33,11
"P3387","P3387H01",0,40,3.7,1.17,NA,21,45,34
"P3387","P3387H02",40,67,2.1,1.46,NA,49,28,23
"P3387","P3387H03",80,118,0.8,NA,NA,33,31,37
"P3388","P3388H01",0,27,2.2,1.21,NA,37,56,8
"P3388","P3388H02",27,65,1.2,1.29,NA,49,43,9
"P3388","P3388H03",90,116,0.4,NA,NA,56,30,15
"P3390","P3390H01",0,38,2.7,1.55,1,52,23,25
"P3390","P3390H02",38,66,1.9,1.57,NA,52,27,20
"P3390","P3390H03",66,106,1.4,NA,NA,45,37,18
"P3391","P3391H01",0,28,1.9,1.23,NA,45,52,3
"P3391","P3391H02",28,60,1.4,1.66,NA,44,41,15
"P3391","P3391H03",73,98,0.5,NA,NA,39,33,29
"P3391","P3391H04",98,115,0.6,NA,NA,NA,NA,NA
"P3392","P3392H01",0,20,3.5,1.3,NA,21,61,18
"P3392","P3392H02",51,81,2.2,1.73,NA,32,39,29
"P3392","P3392H03",97,120,0.7,NA,NA,43,27,29
"P3393","P3393H01",0,39,1,1.51,15,71,26,3
"P3393","P3393H02",46,61,0.8,1.54,NA,76,15,9
"P3393","P3393H03",61,81,0.7,NA,22,87,8,5
"P3393","P3393H04",104,140,0.4,NA,NA,67,27,7
"P3394","P3394H01",0,40,1.8,1.38,NA,54,34,12
"P3394","P3394H02",40,71,1,1.66,NA,59,38,4
"P3394","P3394H03",71,98,1.5,NA,NA,52,33,16
"P3395","P3395H01",0,31,1.9,1.53,NA,62,22,17
"P3395","P3395H02",31,63,1.2,1.69,NA,69,17,14
"P3395","P3395H03",63,95,0.6,NA,NA,84,13,3
"P3396","P3396H01",0,27,2.9,1.71,NA,37,41,22
"P3396","P3396H02",43,71,1,1.72,NA,43,32,25
"P3396","P3396H03",94,114,0.7,NA,NA,28,62,10
"P3397","P3397H01",0,36,1.3,1.85,NA,64,30,6
"P3397","P3397H02",36,65,0.8,1.65,NA,39,35,26
"P3397","P3397H03",65,100,0.7,NA,NA,76,15,9
"P3398","P3398H01",0,28,1.2,1.28,NA,59,36,5
"P3398","P3398H02",38,77,1.8,1.73,NA,44,33,23
"P3398","P3398H03",77,102,0.5,NA,NA,46,49,6
"P3399","P3399H01",0,35,3.2,1.75,NA,51,28,21
"P3399","P3399H02",35,63,1.4,1.5,NA,60,38,2
"P3399","P3399H03",63,109,0.5,NA,NA,42,25,33
"P3400","P3400H01",0,24,1.4,1.16,NA,67,26,6
"P3400","P3400H02",24,52,1.1,1.43,NA,64,28,8
"P3400","P3400H03",60,91,0.5,NA,NA,89,10,1
"P3401","P3401H01",0,22,2.5,1.58,NA,41,53,6
"P3401","P3401H02",22,61,1,1.55,NA,29,54,17
"P3401","P3401H03",74,112,1,NA,NA,45,49,6
"P3402","P3402H01",0,31,1.4,1.36,NA,47,42,11
"P3402","P3402H02",31,60,1.6,1.58,NA,32,40,27
"P3402","P3402H03",60,91,1.3,NA,NA,35,45,20
"P3402","P3402H04",91,114,0.9,NA,NA,39,42,19
"P3403","P3403H01",0,35,2,1.54,NA,57,18,25
"P3403","P3403H02",35,70,1,1.59,NA,71,11,18
"P3403","P3403H03",78,116,2.2,NA,NA,19,54,26
"P3404","P3404H01",0,43,1.9,1.62,NA,44,37,20
"P3404","P3404H02",43,72,0.5,1.81,12,82,4,14
"P3404","P3404H03",85,107,1.1,NA,NA,18,36,46
"P3405","P3405H01",0,12,1.6,1.47,NA,77,17,6
"P3405","P3405H02",12,35,1.8,1.34,NA,64,16,19
"P3405","P3405H03",62,94,0.8,NA,NA,67,31,2
"P3405","P3405H04",94,119,NA,NA,NA,58,38,4
"P3406","P3406H01",0,32,1.6,1.83,1,53,37,11
"P3406","P3406H02",32,72,1.4,1.81,24,72,13,14
"P3406","P3406H03",72,107,0.2,NA,22,72,14,13
"P3407","P3407H01",0,34,3.7,1.34,NA,38,47,15
"P3407","P3407H02",34,70,1.9,1.45,NA,32,46,22
"P3407","P3407H03",80,110,0.7,NA,NA,52,42,6
"P3408","P3408H01",0,35,1.3,1.72,3,69,9,22
"P3408","P3408H02",51,77,1.2,1.62,NA,71,24,6
"P3408","P3408H03",74,104,1.6,NA,NA,80,17,3
"P3409","P3409H01",0,28,3.4,1.3,NA,NA,NA,NA
"P3409","P3409H02",28,62,1.9,1.62,NA,NA,NA,NA
"P3409","P3409H03",87,112,0.8,NA,NA,NA,NA,NA
"P3410","P3410H01",0,32,1.4,1.52,NA,60,21,19
"P3410","P3410H02",32,68,1.5,1.53,NA,25,50,25
"P3410","P3410H03",90,122,1,NA,NA,35,43,23
"P3411","P3411H01",0,37,1,1.74,2,58,19,23
"P3411","P3411H02",37,64,0.7,1.83,NA,66,23,10
"P3411","P3411H03",64,104,1.4,NA,NA,43,51,6
"P3412","P3412H01",0,15,0.8,1.78,NA,29,48,23
"P3412","P3412H02",15,39,1.9,NA,NA,20,65,15
"P3412","P3412H03",39,80,1.5,1.6,NA,34,46,20
"P3412","P3412H04",80,108,1.2,NA,NA,50,24,26
"P3413","P3413H01",0,34,NA,1.28,NA,NA,NA,NA
"P3413","P3413H02",34,61,NA,1.3,NA,NA,NA,NA
"P3413","P3413H03",61,84,NA,NA,NA,NA,NA,NA
"P3413","P3413H04",84,117,NA,NA,NA,NA,NA,NA
"P3414","P3414H01",0,38,2.7,1.4,NA,38,49,14
"P3414","P3414H02",38,60,1.8,1.51,NA,60,34,6
"P3414","P3414H03",90,128,1.1,NA,NA,39,48,13
"P3415","P3415H01",0,38,2.3,1.49,NA,NA,NA,NA
"P3415","P3415H02",38,100,2.9,1.56,NA,NA,NA,NA
"P3418","P3418H01",0,27,2.4,1.66,1,68,21,11
"P3418","P3418H02",27,40,1.8,1.6,1,56,29,15
"P3418","P3418H03",40,68,1.6,1.63,5,62,18,20
"P3418","P3418H04",68,120,0.7,1.74,7,71,16,13
"P3419","P3419H01",0,36,2.3,1.51,NA,30,54,16
"P3419","P3419H02",36,65,1.4,1.53,NA,41,38,21
"P3419","P3419H03",66,93,1,NA,10,70,24,6
"P3420","P3420H01",0,43,3.9,1.4,NA,57,28,15
"P3420","P3420H02",43,77,3.1,1.6,NA,24,47,29
"P3420","P3420H03",77,130,NA,NA,NA,34,36,30
"P3424","P3424H01",0,34,4,1.4,NA,56,28,15
"P3424","P3424H02",34,67,2.7,1.53,NA,45,35,20
"P3424","P3424H03",67,95,1.9,NA,NA,71,20,9
"P3425","P3425H01",0,42,4.7,1.41,NA,59,29,12
"P3425","P3425H02",42,115,3.5,1.51,4,57,33,11
"P3426","P3426H01",0,41,3.9,1.3,NA,58,31,11
"P3426","P3426H02",41,61,2.3,1.52,1,40,45,15
"P3426","P3426H03",61,120,2.8,NA,NA,37,43,20
"P3428","P3428H01",0,43,2,1.46,NA,50,40,9
"P3428","P3428H02",43,95,2.7,1.5,NA,36,51,13
"P3429","P3429H01",0,25,2.9,1.68,NA,37,30,33
"P3429","P3429H02",25,61,1.5,1.77,NA,39,48,14
"P3429","P3429H03",61,79,0.3,NA,NA,71,28,1
"P3430","P3430H01",0,33,3.1,1.52,NA,27,52,21
"P3430","P3430H02",50,89,1.5,1.6,NA,53,39,8
"P3430","P3430H03",109,125,0.5,NA,NA,75,23,1
"P3432","P3432H01",0,30,2.6,1.32,NA,46,38,16
"P3432","P3432H02",30,65,1.8,1.42,NA,45,38,18
"P3432","P3432H03",65,110,1.6,NA,0,36,39,26
"P3434","P3434H01",0,23,1.3,1.59,NA,58,35,8
"P3434","P3434H02",23,55,1,1.81,NA,49,21,31
"P3434","P3434H03",86,114,0.4,NA,1,34,60,7
"P3435","P3435H01",0,40,2.3,NA,NA,46,43,11
"P3435","P3435H02",64,94,2.1,NA,NA,78,21,1
"P3435","P3435H03",94,114,0.9,NA,NA,35,58,7
"P3436","P3436H01",0,33,1.7,1.64,NA,67,18,15
"P3436","P3436H02",33,59,1,1.73,NA,62,20,18
"P3436","P3436H03",59,97,0.9,NA,NA,69,19,12
"P3436","P3436H04",97,108,1.9,NA,NA,73,14,13
"P3437","P3437H01",0,31,1.6,1.45,NA,51,30,19
"P3437","P3437H02",31,65,1.2,1.72,NA,63,21,17
"P3437","P3437H03",85,105,0.4,NA,NA,69,25,6
"P3438","P3438H01",0,30,1.2,1.49,9,83,11,6
"P3438","P3438H02",30,71,0.6,1.64,6,83,8,10
"P3438","P3438H03",71,101,0.5,NA,3,89,7,5
"P3439","P3439H01",0,36,1.5,1.52,NA,81,12,7
"P3439","P3439H02",36,88,0.3,1.64,NA,84,15,2
"P3439","P3439H03",88,133,0.3,NA,NA,85,9,7
"P3440","P3440H01",0,30,3.5,1.47,NA,39,45,16
"P3440","P3440H02",41,70,0.8,1.54,NA,57,27,17
"P3440","P3440H03",80,115,0.6,NA,NA,59,26,15
"P3441","P3441H01",0,44,1.6,1.49,NA,76,16,8
"P3441","P3441H02",44,72,0.2,1.78,NA,91,5,5
"P3441","P3441H03",72,120,0.2,NA,NA,85,11,4
"P3442","P3442H01",0,18,2.5,1.47,NA,80,14,6
"P3442","P3442H02",18,47,0.7,1.84,NA,67,16,17
"P3442","P3442H03",47,98,0.2,NA,NA,54,15,32
"P3442","P3442H04",98,122,NA,NA,NA,58,29,13
"P3443","P3443H01",0,34,0.8,1.93,NA,NA,NA,NA
"P3443","P3443H02",34,79,0.5,1.86,NA,NA,NA,NA
"P3443","P3443H03",90,122,0.4,NA,NA,NA,NA,NA
"P3444","P3444H01",0,11,3.5,1.66,NA,50,25,25
"P3444","P3444H02",11,36,1.2,1.86,NA,47,31,22
"P3444","P3444H03",36,69,0.6,NA,NA,85,11,5
"P3444","P3444H04",98,134,0.5,NA,NA,47,46,7
"P3445","P3445H01",0,33,2.4,1.5,2,24,46,30
"P3445","P3445H02",33,67,1.7,1.35,1,23,49,28
"P3445","P3445H03",90,118,0.8,NA,NA,NA,NA,NA
"P3446","P3446H01",0,44,3.2,1.52,NA,22,45,34
"P3446","P3446H02",44,80,1.2,1.57,NA,18,51,31
"P3446","P3446H03",80,113,0.9,NA,NA,25,61,14
"P3447","P3447H01",0,31,1.5,1.68,NA,75,15,10
"P3447","P3447H02",31,59,0.2,1.77,5,87,12,2
"P3447","P3447H03",91,122,0.3,NA,NA,67,27,6
"P3448","P3448H01",0,27,1.4,1.6,3,75,17,9
"P3448","P3448H02",27,65,0.9,1.74,NA,55,25,21
"P3448","P3448H03",73,115,0.2,NA,NA,60,23,18
"P3449","P3449H01",0,20,3.7,1.53,NA,29,34,38
"P3449","P3449H02",20,46,2.4,1.5,NA,23,37,41
"P3449","P3449H03",46,90,1.4,NA,NA,28,50,22
"P3449","P3449H04",90,100,1.4,NA,NA,25,57,18
"P3450","P3450H01",0,41,1.1,1.49,NA,44,19,37
"P3450","P3450H01",0,41,1.1,1.49,NA,51,28,20
"P3450","P3450H01",0,41,1.1,1.62,NA,44,19,37
"P3450","P3450H01",0,41,1.1,1.62,NA,51,28,20
"P3450","P3450H01",0,41,1.7,1.49,NA,44,19,37
"P3450","P3450H01",0,41,1.7,1.49,NA,51,28,20
"P3450","P3450H01",0,41,1.7,1.62,NA,44,19,37
"P3450","P3450H01",0,41,1.7,1.62,NA,51,28,20
"P3450","P3450H03",109,136,0.7,NA,NA,39,57,4
"P3451","P3451H01",0,31,2.7,1.47,NA,37,40,23
"P3451","P3451H02",31,61,1,1.47,NA,24,64,11
"P3451","P3451H03",88,104,0.5,NA,NA,67,20,13
"P3452","P3452H01",0,26,3.8,1.21,NA,33,51,16
"P3452","P3452H02",26,58,2,1.92,NA,48,30,22
"P3452","P3452H03",80,118,0.7,NA,5,66,19,15
"P3453","P3453H01",0,36,3.3,1.29,NA,62,25,14
"P3453","P3453H02",36,55,1.4,1.85,NA,70,19,11
"P3453","P3453H03",80,114,0.5,NA,NA,67,13,20
"P3454","P3454H01",0,22,2,1.51,NA,75,23,2
"P3454","P3454H02",22,63,1.7,1.85,NA,62,24,13
"P3454","P3454H03",63,98,0.2,NA,NA,54,30,16
"P3454","P3454H04",98,121,0.5,NA,NA,53,40,7
"P3455","P3455H01",0,31,1.9,1.59,NA,82,15,4
"P3455","P3455H02",50,83,1.2,1.83,NA,83,12,5
"P3455","P3455H03",94,124,0.7,NA,NA,84,11,5
"P3456","P3456H01",0,23,1.3,1.59,NA,79,13,8
"P3456","P3456H02",23,66,1.5,1.72,NA,73,23,4
"P3456","P3456H03",92,129,0.9,NA,3,73,18,10
"P3457","P3457H01",0,27,2,1.44,NA,55,33,12
"P3457","P3457H02",27,43,0.7,1.72,18,51,43,7
"P3457","P3457H03",43,75,0.9,NA,NA,49,44,7
"P3457","P3457H04",86,111,0.5,NA,NA,72,18,11
"P3458","P3458H01",0,35,1,1.6,3,82,16,2
"P3458","P3458H02",35,70,0.8,1.63,NA,90,8,3
"P3458","P3458H03",90,127,0.6,NA,8,93,6,2
"P3459","P3459H01",0,30,1.5,1.6,NA,71,22,8
"P3459","P3459H02",45,70,1.4,1.6,NA,61,29,11
"P3459","P3459H03",80,121,0.6,NA,NA,67,26,7
"P3460","P3460H01",0,28,1.8,1.5,NA,80,15,5
"P3460","P3460H02",40,72,0.8,1.64,NA,81,12,7
"P3460","P3460H03",96,127,0.3,NA,NA,93,6,1
"P3461","P3461H01",0,28,1.5,1.59,NA,77,16,8
"P3461","P3461H02",20,73,0.9,1.73,NA,77,16,6
"P3461","P3461H03",73,103,0.4,NA,NA,77,22,2
"P3462","P3462H01",0,26,1,1.53,NA,83,7,11
"P3462","P3462H02",26,56,5,1.69,29,96,4,1
"P3462","P3462H03",100,131,0.3,NA,33,92,6,2
"P3463","P3463H01",0,35,1,1.86,NA,83,5,12
