"ProfID","X","Y","soiltype","Land.Cover"
"P1530",618071,4637939,"Fluvisol",12
"P1531",619078,4638262,"Fluvisol",13
"P1532",620695,4637556,"Fluvisol",15
"P1533",621197,4636832,"Fluvisol",21
"P1534",621789,4637534,"Fluvisol",20
"P1535",622539,4638061,"Fluvisol",21
"P1536",623298,4638166,"Fluvisol",20
"P1537",623219,4637665,"Fluvisol",20
"P1538",618276,4638903,"Fluvisol",14
"P1539",617578,4639269,"Fluvisol",14
"P1540",619732,4638920,"Fluvisol",14
"P1541",621136,4639635,"Fluvisol",19
"P1542",621236,4640080,"Fluvisol",17
"P1543",618947,4640254,"Fluvisol",14
"P1544",617295,4640420,"Fluvisol",14
"P1545",620050,4640502,"Fluvisol",14
"P1546",621236,4640681,"Fluvisol",12
"P1547",624252,4638475,"Fluvisol",21
"P1549",622670,4639910,"Fluvisol",14
"P1550",623206,4640598,"Fluvisol",13
"P1551",623572,4640328,"Fluvisol",20
"P1552",624209,4640202,"Chromic Luvisol on saprolite",14
"P1554",625813,4639238,"Fluvisol",11
"P1555",623767,4641530,"Fluvisol",15
"P1556",621256,4641622,"Fluvisol",14
"P1557",621181,4642086,"Fluvisol",17
"P1558",620596,4641589,"Fluvisol",13
"P1559",619893,4642220,"Fluvisol",15
"P1560",619383,4642112,"Populated Site",18
"P1561",618811,4642269,"Populated Site",2
"P1562",619658,4642541,"Populated Site",13
"P1563",618298,4641481,"Fluvisol",21
"P1564",618327,4641269,"Fluvisol",18
"P1566",617405,4641471,"Fluvisol",21
"P1567",616751,4640144,"Fluvisol",14
"P1568",616669,4641425,"Populated Site",4
"P1569",616689,4638911,"Fluvisol",14
"P1570",615608,4639583,"Fluvisol",14
"P1571",615383,4640789,"Populated Site",12
"P1572",614670,4640416,"Fluvisol",12
"P1573",613231,4640799,"Fluvisol",12
"P1574",613911,4640331,"Fluvisol",13
"P1575",612846,4640341,"Fluvisol",12
"P1576",612466,4638749,"Fluvisol",12
"P1577",611803,4638520,"Fluvisol",14
"P1578",614569,4639095,"Fluvisol",5
"P1579",606247,4634947,"Fluvisol",14
"P1582",623121,4667058,"Cambisol",23
"P1583",624133,4664041,"Cambisol",23
"P1584",623637,4662997,"Complex of Mollic and Umbric Leptosol",23
"P1588",630519,4650081,"Complex of Albic Luvisol and Regosol",21
"P1597",644144,4640781,"Complex of Mollic and Umbric Leptosol",23
"P1600",647647,4636263,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21
"P1601",645190,4635232,"Cambisol",29
"P1602",649251,4635813,"Complex of Chromic Luvisol on saprolite, Albic Luvisol and Regosol",23
"P1603",645539,4633814,"Leptosol",29
"P1607",644717,4629280,"Albic Luvisol",19
"P1612",646136,4623088,"Regosol",21
"P1613",642346,4618841,"Complex of Mollic and Umbric Leptosol",23
"P1614",647678,4614245,"Complex of Mollic and Umbric Leptosol",21
"P1615",650693,4615996,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P1616",651917,4618321,"Chromic Luvisol on saprolite",21
"P1617",652188,4617608,"Vertisol",21
"P1618",651010,4620367,"Chromic Luvisol on saprolite",21
"P1619",649158,4613648,"Cambisol",21
"P1620",652553,4616841,"Chromic Luvisol on saprolite",21
"P1621",651964,4611377,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",23
"P1622",654444,4611982,"Complex of Mollic and Umbric Leptosol",23
"P1623",662750,4619174,"Cambisol",23
"P1624",653174,4619987,"Fluvisol",21
"P1625",653340,4621172,"Fluvisol",21
"P1626",654208,4620524,"Fluvisol",3
"P1627",652417,4621957,"Fluvisol",17
"P1628",652251,4623720,"Vertisol",12
"P1629",653064,4623528,"Chromic Luvisol on saprolite",21
"P1630",652554,4624299,"Vertisol",12
"P1631",653863,4625636,"Vertisol",21
"P1632",652692,4626462,"Regosol",21
"P1633",653822,4626944,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21
"P1634",657652,4625388,"Complex of Mollic and Umbric Leptosol",24
"P1635",657211,4627413,"Chromic Luvisol on saprolite",21
"P1642",655558,4633778,"Fluvisol",20
"P1643",655089,4635294,"Fluvisol",20
"P1644",651521,4636630,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21
"P1647",653216,4631216,"Complex of Chromic Luvisol on saprolite and Regosol",23
"P1649",651237,4641044,"Fluvisol",20
"P1650",653069,4641568,"Chromic Luvisol on saprolite",20
"P1651",652988,4642241,"Chromic Luvisol on saprolite",10
"P1653",655337,4649140,"Complex of Cambisol and Regosol",23
"P1655",652279,4653894,"Complex of Cambisol and Regosol",29
"P1656",650433,4655051,NA,23
"P1657",647222,4649884,"Vertisol",15
"P1658",646823,4651248,"Vertisol",20
"P1661",654705,4650548,"Complex of Cambisol and Regosol",24
"P1662",462321,4599168,"Complex of Cambisol and Regosol",24
"P1663",462859,4598668,"Complex of Cambisol and Regosol",29
"P1664",461898,4602184,"Complex of Cambisol and Regosol",23
"P1665",455723,4596954,"Complex of Regosol and Fluvisol",23
"P1666",464281,4595566,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",25
"P1667",464871,4596537,"Rendzic Leptosols",23
"P1668",463193,4594555,"Complex of Chromic Luvisol on saprolite and Regosol",27
"P1669",465054,4605191,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P1670",466399,4605735,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P1671",466910,4606102,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P1672",461849,4613398,"Complex of Mollic and Umbric Leptosol",23
"P1673",464344,4613773,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P1674",465349,4617453,"Cambisol",23
"P1675",476032,4634387,"Complex of Mollic and Umbric Leptosol",26
"P1676",474578,4635056,NA,26
"P1677",470203,4634812,"Complex of Mollic and Umbric Leptosol",26
"P1678",466617,4624831,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",26
"P1679",466170,4626001,"Complex of Mollic and Umbric Leptosol",26
"P1680",468651,4626768,"Cambisol",23
"P1681",463131,4594250,"Complex of Chromic Luvisol on saprolite and Regosol",26
"P1682",461383,4592041,"Complex of Chromic Luvisol on saprolite and Regosol",21
"P1683",463310,4592013,"Complex of Chromic Luvisol on saprolite and Regosol",21
"P1684",463558,4592185,"Complex of Chromic Luvisol on saprolite and Regosol",20
"P1685",462746,4592460,"Complex of Chromic Luvisol on saprolite and Regosol",27
"P1686",466301,4580970,"Complex of Cambisol and Regosol",29
"P1687",466943,4579722,"Cambisol",28
"P1688",468283,4578676,"Rendzic Leptosols",23
"P1689",467760,4576978,"Albic Luvisol",22
"P1690",466751,4575721,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P1691",468311,4574151,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P1692",469587,4575042,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",33
"P1693",469790,4576250,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",31
"P1694",466249,4572392,"Cambisol",21
"P1695",466699,4571254,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",21
"P1696",465827,4568639,"Cambisol",22
"P1697",471072,4580099,"Complex of Mollic and Umbric Leptosol",23
"P1698",472450,4580785,"Hortic Anthrosol",29
"P1699",473178,4581002,"Complex of Mollic and Umbric Leptosol",26
"P1700",472983,4578364,"Fluvisol",23
"P1702",474470,4575274,"Hortic Anthrosol",23
"P1703",463294,4583772,"Cambisol",23
"P1704",464031,4582533,NA,23
"P1706",463570,4581507,"Cambisol",23
"P1707",462317,4578857,"Cambisol",23
"P1708",465015,4577356,"Cambisol",23
"P1709",459419,4576386,"Cambisol",23
"P1710",458765,4575980,"Complex of Mollic and Umbric Leptosol",23
"P1711",461023,4576207,"Cambisol",23
"P1712",460796,4575133,"Cambisol",23
"P1713",463239,4574479,"Rendzic Leptosols",27
"P1714",464437,4575126,"Aric Anthrosol",20
"P1715",462964,4574066,"Rendzic Leptosols",23
"P1716",463721,4573495,"Rendzic Leptosols",29
"P1717",464396,4573743,"Cambisol",23
"P1718",463212,4569468,"Cambisol",23
"P1719",463797,4569613,"Rendzic Leptosols",24
"P1720",464912,4570060,"Cambisol",22
"P1721",460200,4566508,"Rendzic Leptosols",26
"P1722",460255,4566123,"Rendzic Leptosols",26
"P1723",460399,4566453,"Rendzic Leptosols",26
"P1724",461749,4564801,"Rendzic Leptosols",23
"P1725",463304,4566488,"Cambisol",23
"P1726",464371,4566261,"Cambisol",23
"P1727",462919,4564540,"Complex of Mollic and Umbric Leptosol",22
"P1728",464605,4564512,"Rendzic Leptosols",23
"P1729",463772,4563549,"Albic Luvisol",23
"P1730",464894,4562936,"Rendzic Leptosols",23
"P1731",465650,4567343,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",26
"P1732",465925,4566967,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",21
"P1733",468724,4567012,"Chromic Luvisol on saprolite",20
"P1734",467054,4565315,"Rendzic Leptosols",2
"P1735",469504,4564002,"Albic Luvisol",20
"P1736",465934,4562258,"Albic Luvisol",25
"P1737",466228,4562304,"Albic Luvisol",28
"P1738",465815,4560946,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",25
"P1739",467568,4560579,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",28
"P1740",468357,4559542,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",19
"P1741",466219,4558817,"Rendzic Leptosols",23
"P1742",466053,4557091,"Rendzic Leptosols",23
"P1743",465640,4556376,"Complex of Mollic and Umbric Leptosol",23
"P1744",465778,4556266,"Complex of Mollic and Umbric Leptosol",23
"P1745",466760,4554448,"Rendzic Leptosols",23
"P1746",468944,4555008,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P1747",470128,4554302,"Cambisol",41
"P1748",466035,4551668,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",24
"P1749",466356,4551236,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P1750",466659,4550915,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",27
"P1751",467632,4552549,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",21
"P1752",468596,4552558,"Cambisol",23
"P1753",468843,4550410,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",22
"P1754",467035,4550474,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",25
"P1756",483079,4536208,"Complex of Ferric Luvisol and Chromic Luvisol on hard limestones",23
"P1757",483024,4535458,NA,23
"P1758",483746,4533731,NA,23
"P1759",480215,4530647,"Fluvisol",20
"P1760",481509,4529952,"Rendzic Leptosols",23
"P1761",479444,4530000,"Albic Luvisol",20
"P1762",478605,4529780,"Ferric Luvisol on hard limestones",21
"P1763",480814,4529711,"Vertisol",21
"P1764",495325,4532101,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P1765",492082,4532319,"Complex of Chromic Luvisol on saprolite and Albic Luvisol",20
"P1766",490623,4533788,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P1767",486872,4535765,NA,26
"P1768",487312,4537720,"Rendzic Leptosols",26
"P1769",488928,4537436,"Rendzic Leptosols",26
"P1770",488884,4536593,"Rendzic Leptosols",26
"P1771",492337,4537879,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",27
"P1772",487386,4538803,"Rendzic Leptosols",25
"P1773",489120,4538381,"Complex of Mollic and Umbric Leptosol  and Albic Luvisol",26
"P1774",488405,4542951,"Complex of Mollic and Umbric Leptosol  and Albic Luvisol",26
"P1775",487524,4543566,"Rendzic Leptosols",26
"P1776",488460,4546154,"Complex of Mollic and Umbric Leptosol  and Albic Luvisol",26
"P1777",488065,4548109,"Rendzic Leptosols",26
"P1778",486422,4550119,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",29
"P1779",487432,4549247,"Cambisol",26
"P1780",487019,4556397,"Rendzic Leptosols",24
"P1781",491298,4556213,"Rendzic Leptosols",25
"P1782",491257,4557851,"Fluvisol",29
"P1783",489026,4558278,"Fluvisol",22
"P1784",494684,4558161,"Complex of Mollic and Umbric Leptosol",25
"P1785",493427,4560341,"Cambisol",29
"P1786",492151,4555385,"Cambisol",24
"P1787",499028,4556547,"Cambisol",21
"P1788",498306,4552509,"Cambisol",29
"P1789",499432,4553586,"Cambisol",22
"P1790",494440,4548079,"Cambisol",23
"P1791",496361,4548349,"Cambisol",21
"P1792",497062,4542240,"Fluvisol",20
"P1795",495610,4541066,"Fluvisol",20
"P1796",498392,4543198,"Fluvisol",20
"P1797",497706,4544200,"Fluvisol",20
"P1798",498552,4544690,"Fluvisol",20
"P1799",497195,4541691,"Fluvisol",20
"P1802",497850,4542135,"Fluvisol",12
"P1803",498201,4542419,"Fluvisol",15
"P1804",498971,4542687,"Fluvisol",20
"P1805",498960,4543771,"Fluvisol",20
"P1806",499693,4543683,"Fluvisol",18
"P1807",500344,4543900,"Fluvisol",20
"P1808",499781,4544597,"Fluvisol",20
"P1809",500292,4544948,"Fluvisol",20
"P1812",501717,4543694,"Fluvisol",20
"P1815",501459,4541066,"Gleysol",29
"P1816",501810,4541964,"Gleysol",31
"P1818",503673,4541159,"Fluvisol",20
"P1819",503230,4541887,"Fluvisol",20
"P1820",504277,4541216,"Fluvisol",20
"P1821",504835,4540509,"Fluvisol",20
"P1822",505114,4543157,"Fluvisol",20
"P1823",507871,4533250,"Complex of Fluvisol and Mollic Fluvisol",21
"P1825",508521,4532455,"Fluvisol",21
"P1827",510065,4528083,"Fluvisol",20
"P1830",510586,4527990,"Fluvisol",20
"P1832",502703,4544783,"Fluvisol",20
"P1835",501619,4544638,"Fluvisol",20
"P1840",500292,4546936,"Fluvisol",18
"P1842",501350,4547194,"Fluvisol",17
"P1844",501929,4546853,"Fluvisol",17
"P1846",503529,4546466,"Gleysol",20
"P1848",503792,4547142,"Gleysol",20
"P1850",504391,4547395,"Gleysol",20
"P1852",504613,4547932,"Fluvisol",20
"P1854",502775,4548588,"Gleysol",19
"P1856",500462,4547953,"Fluvisol",20
"P1858",499218,4547369,"Fluvisol",12
"P1860",499198,4548283,"Fluvisol",18
"P1862",498666,4549460,"Fluvisol",20
"P1867",501841,4550333,"Fluvisol",20
"P1870",502625,4551153,"Fluvisol",20
"P1871",502280,4551443,"Fluvisol",20
"P1872",503002,4550663,"Fluvisol",25
"P1873",498341,4550648,"Gleysol",20
"P1874",498991,4550312,"Fluvisol",22
"P1876",501308,4553890,"Fluvisol",20
"P1877",501794,4552330,"Fluvisol",23
"P1878",459935,4592238,NA,41
"P1879",460369,4590035,NA,31
"P1880",462985,4588776,"Complex of Cambisol and Regosol",31
"P1881",463542,4587089,"Complex of Cambisol and Regosol",40
"P1882",482624,4533779,"Complex of Ferric Luvisol and Chromic Luvisol on hard limestones",23
"P1884",501459,4543141,"Fluvisol",20
"P1885",504267,4539672,"Fluvisol",15
"P1886",510137,4526565,"Fluvisol",20
"P1887",503529,4547906,"Albic Luvisol",19
"P1888",510235,4554871,"Complex of Cambisol, Leptosol and Regosol",26
"P1889",515120,4554649,"Cambisol",21
"P1890",514275,4551584,"Complex of Cambisol, Leptosol and Regosol",19
"P1893",508563,4554536,"Complex of Cambisol, Leptosol and Regosol",23
"P1894",509379,4549299,"Complex of Cambisol, Leptosol and Regosol",23
"P1895",514575,4549038,"Fluvisol",18
"P1896",515456,4549099,"Fluvisol",19
"P1897",521881,4549075,"Cambisol",28
"P1898",520547,4555719,"Fluvisol",12
"P1899",526396,4552366,"Fluvisol",12
"P1900",520196,4551126,"Cambisol",26
"P1901",524846,4548940,"Cambisol",27
"P1902",509118,4545922,"Complex of Cambisol, Leptosol and Regosol",23
"P1903",511989,4545204,"Complex of Cambisol, Leptosol and Regosol",25
"P1904",516329,4543670,"Complex of Cambisol, Leptosol and Regosol",24
"P1905",523133,4542038,"Cambisol",23
"P1906",525548,4541451,"Complex of Regosol and Leptosol",20
"P1907",526886,4540276,"Fluvisol",25
"P1909",509314,4537291,"Complex of Cambisol, Leptosol and Regosol",23
"P1910",514894,4536377,"Complex of Mollic and Umbric Leptosol",27
"P1911",511614,4535398,"Complex of Cambisol, Leptosol and Regosol",23
"P1912",517161,4535985,"Complex of Mollic and Umbric Leptosol",26
"P1913",517488,4535218,"Complex of Mollic and Umbric Leptosol",27
"P1914",522219,4533864,"Complex of Mollic and Umbric Leptosol",27
"P1915",520800,4533244,"Complex of Mollic and Umbric Leptosol",26
"P1916",520996,4532934,"Complex of Mollic and Umbric Leptosol",26
"P1917",522839,4530503,"Cambisol",23
"P1918",521518,4531759,"Complex of Mollic and Umbric Leptosol",23
"P1919",527457,4529818,"Cambisol",28
"P1920",523639,4528708,"Cambisol",23
"P1921",514486,4527811,"Complex of Cambisol, Leptosol and Regosol",23
"P1922",520245,4529802,"Complex of Cambisol, Leptosol and Regosol",25
"P1924",514984,4539180,"Complex of Mollic and Umbric Leptosol",27
"P1925",513378,4538033,"Complex of Mollic and Umbric Leptosol",26
"P1926",514892,4541034,"Complex of Mollic and Umbric Leptosol",26
"P1928",471291,4592549,"Complex of Mollic and Umbric Leptosol",26
"P1929",473061,4593347,"Chromic Luvisol on hard limestones",23
"P1930",476919,4594973,"Chromic Luvisol on hard limestones",23
"P1931",479678,4594080,"Chromic Luvisol on hard limestones",23
"P1932",477876,4592135,"Complex of Cambisol and Mollic and Umbric Leptosol",23
"P1933",481766,4593506,"Chromic Luvisol on hard limestones",23
"P1934",484720,4592027,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22
"P1935",470788,4590628,"Complex of Mollic and Umbric Leptosol",26
"P1936",472941,4590329,"Complex of Mollic and Umbric Leptosol",26
"P1937",470226,4589073,"Complex of Mollic and Umbric Leptosol",32
"P1938",477282,4587435,"Complex of Mollic and Umbric Leptosol",25
"P1939",478203,4586371,"Complex of Cambisol and Mollic and Umbric Leptosol",23
"P1940",480511,4587662,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",29
"P1941",478657,4589277,"Complex of Cambisol and Mollic and Umbric Leptosol",23
"P1942",481766,4591274,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",23
"P1943",478645,4583202,"Complex of Cambisol and Mollic and Umbric Leptosol",23
"P1945",472917,4571078,"Complex of Cambisol and Regosol",29
"P1946",475500,4570552,"Complex of Cambisol and Regosol",20
"P1947",474747,4572071,"Complex of Cambisol and Regosol",22
"P1948",478334,4569356,"Rendzic Leptosols",29
"P1949",473611,4573494,"Complex of Cambisol and Regosol",22
"P1950",482807,4570731,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22
"P1951",481444,4568651,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",25
"P1952",475787,4576687,"Complex of Cambisol and Mollic and Umbric Leptosol",23
"P1953",480355,4577225,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21
"P1954",483847,4578756,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",23
"P1955",479853,4579055,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",23
"P1956",485145,4576628,"Fluvisol",12
"P1957",483704,4585564,"Fluvisol",20
"P1958",484421,4585600,"Fluvisol",20
"P1959",484302,4583998,"Fluvisol",20
"P1960",486646,4583639,"Regosol",21
"P1961",484003,4582527,"Fluvisol",20
"P1962",485199,4582503,"Gleysol",21
"P1963",484565,4577743,"Fluvisol",12
"P1964",484350,4577337,"Fluvisol",12
"P1965",483859,4576416,"Gleysol",17
"P1966",486203,4576009,"Gleysol",14
"P1967",485064,4576000,"Gleysol",12
"P1968",486347,4575713,"Gleysol",16
"P1970",487279,4576520,"Fluvisol",12
"P1971",488544,4578440,"Fluvisol",19
"P1972",488042,4575534,"Fluvisol",18
"P1973",485737,4574754,"Gleysol",24
"P1975",485575,4574260,"Gleysol",14
"P1976",485800,4573937,"Fluvisol",14
"P1978",487907,4572691,"Mollic Fluvisol",12
"P1980",488688,4572780,"Mollic Fluvisol",12
"P1981",483737,4573668,"Fluvisol",12
"P1983",484732,4572789,"Gleysol",12
"P1984",484921,4572879,"Gleysol",12
"P1985",484382,4571839,"Fluvisol",12
"P1986",484741,4571901,"Fluvisol",12
"P1987",485324,4572036,"Fluvisol",18
"P1988",485593,4571309,"Fluvisol",10
"P1989",486463,4572341,"Fluvisol",12
"P1990",486840,4571964,"Fluvisol",12
"P1992",488293,4571345,"Fluvisol",17
"P1993",489450,4572099,"Fluvisol",13
"P1995",488024,4573283,"Fluvisol",12
"P1997",488849,4573121,"Fluvisol",12
"P1998",490481,4572610,"Fluvisol",12
"P2000",491244,4571946,"Fluvisol",12
"P2004",489459,4571686,"Fluvisol",17
"P2006",485145,4576422,"Fluvisol",12
"P2007",484320,4573265,"Gleysol",12
"P2008",485719,4581139,"Fluvisol",21
"P2009",485432,4584315,"Fluvisol",21
"P2012",497355,4572908,"Chromic Luvisol on hard limestones",27
"P2013",494353,4576017,"Chromic Luvisol on hard limestones",23
"P2014",492978,4576472,"Cambisol",23
"P2015",498993,4576495,"Complex of Cambisol, Leptosol and Regosol",23
"P2016",495979,4577907,"Complex of Mollic and Umbric Leptosol",23
"P2017",501074,4579401,"Albic Luvisol",23
"P2018",503537,4576806,"Rendzic Leptosols",29
"P2019",491246,4588191,"Cambisol",23
"P2020",491354,4586325,"Cambisol",23
"P2021",495814,4585775,"Complex of Cambisol and Regosol",21
"P2022",500490,4585799,"Cambisol",24
"P2023",501973,4582690,"Rendzic Leptosols",26
"P2024",501447,4581602,"Albic Luvisol",29
"P2025",504855,4583300,"Rendzic Leptosols",26
"P2026",503181,4585405,"Rendzic Leptosols",26
"P2027",498816,4589028,"Chromic Luvisol on hard limestones",22
"P2028",497764,4589219,"Cambisol",23
"P2029",493829,4587426,"Cambisol",21
"P2030",494537,4593356,"Fluvisol",17
"P2031",496241,4594163,"Fluvisol",12
"P2033",497595,4593822,"Fluvisol",12
"P2034",499631,4593194,"Fluvisol",12
"P2035",500717,4592181,"Fluvisol",13
"P2036",503685,4591329,"Fluvisol",12
"P2037",505102,4591616,"Fluvisol",19
"P2040",515308,4594985,"Complex of Cambisol, Leptosol and Regosol",24
"P2041",515073,4583893,"Complex of Cambisol, Leptosol and Regosol",22
"P2045",523191,4575663,"Complex of Cambisol, Leptosol and Regosol",23
"P2046",512595,4575791,"Albic Luvisol",27
"P2047",517713,4571548,"Complex of Cambisol, Leptosol and Regosol",23
"P2049",519787,4571480,"Fluvisol",19
"P2050",517895,4567960,"Fluvisol",12
"P2051",510513,4569391,"Complex of Cambisol, Leptosol and Regosol",28
"P2052",526879,4590041,"Fluvisol",12
"P2053",528099,4591234,"Mollic Fluvisol",12
"P2054",527605,4590507,"Mollic Fluvisol",12
"P2055",526377,4588247,"Mollic Fluvisol",12
"P2056",527381,4588247,"Mollic Fluvisol",12
"P2057",527937,4588955,"Mollic Fluvisol",16
"P2058",528404,4587960,"Mollic Fluvisol",12
"P2059",528574,4588911,"Mollic Fluvisol",15
"P2060",529049,4588731,"Mollic Fluvisol",18
"P2061",528709,4589359,"Mollic Fluvisol",18
"P2062",527561,4589960,"Mollic Fluvisol",12
"P2063",526771,4589323,"Mollic Fluvisol",12
"P2064",527749,4589628,"Mollic Fluvisol",15
"P2065",528332,4590525,"Mollic Vertic Gleysol",13
"P2066",529005,4590812,"Mollic Vertic Gleysol",18
"P2067",529453,4589790,"Mollic Vertic Gleysol",18
"P2068",530117,4589628,"Mollic Vertic Gleysol",12
"P2069",529435,4588848,"Mollic Vertic Gleysol",14
"P2070",529767,4588498,"Mollic Vertic Gleysol",12
"P2071",530179,4589063,"Mollic Vertic Gleysol",12
"P2072",529740,4587700,"Mollic Vertic Gleysol",13
"P2073",529561,4586301,"Mollic Vertic Gleysol",13
"P2074",529588,4585736,"Mollic Vertic Gleysol",13
"P2075",529749,4585045,"Mollic Vertic Gleysol",20
"P2076",529040,4584713,"Mollic Vertic Gleysol",18
"P2077",526574,4587018,"Fluvisol",12
"P2078",525928,4586157,"Fluvisol",12
"P2079",527444,4584866,"Fluvisol",17
"P2080",527049,4587834,"Mollic Fluvisol",12
"P2081",527336,4587009,"Mollic Fluvisol",12
"P2082",527982,4587431,"Mollic Fluvisol",12
"P2083",529022,4587915,"Mollic Fluvisol",12
"P2084",528197,4586067,"Mollic Fluvisol",12
"P2085",527247,4586274,"Mollic Fluvisol",12
"P2086",528000,4585054,"Mollic Fluvisol",12
"P2087",528691,4585493,"Mollic Fluvisol",15
"P2088",528906,4586310,"Mollic Fluvisol",12
"P2089",528897,4587144,"Mollic Fluvisol",12
"P2090",527910,4584103,"Fluvisol",12
"P2091",530718,4589368,"Planosol",10
"P2092",530215,4588301,"Complex of Solonchak and Solonetz",13
"P2093",530879,4588525,"Complex of Solonchak and Solonetz",12
"P2094",531220,4589135,"Complex of Solonchak and Solonetz",12
"P2095",531830,4589464,"Mollic Vertic Gleysol",10
"P2096",531840,4588849,"Mollic Vertic Gleysol",12
"P2097",531971,4588279,"Mollic Vertic Gleysol",13
"P2098",531265,4587911,"Mollic Vertic Gleysol",13
"P2099",530599,4587361,"Mollic Vertic Gleysol",13
"P2100",529670,4587028,"Mollic Vertic Gleysol",13
"P2101",530039,4587023,"Mollic Vertic Gleysol",13
"P2102",531310,4587371,"Mollic Vertic Gleysol",13
"P2103",532405,4588027,"Mollic Fluvisol",13
"P2104",532950,4587431,"Mollic Fluvisol",13
"P2105",533298,4588208,"Mollic Fluvisol",13
"P2106",533712,4587567,"Mollic Fluvisol",17
"P2107",533833,4588360,"Mollic Fluvisol",12
"P2108",532269,4589515,"Mollic Vertic Gleysol",12
"P2109",532975,4590130,"Fluvisol",13
"P2110",533611,4589838,"Fluvisol",13
"P2112",533575,4589081,"Planosol",13
"P2114",534236,4589908,"Planosol",13
"P2115",534615,4589490,"Complex of Solonchak and Solonetz",12
"P2116",534867,4588385,"Complex of Solonchak and Solonetz",12
"P2117",533651,4587290,"Complex of Solonchak and Solonetz",15
"P2118",533323,4586614,"Complex of Solonchak and Solonetz",12
"P2119",534135,4586801,"Complex of Solonchak and Solonetz",41
"P2120",534716,4587633,"Complex of Solonchak and Solonetz",12
"P2123",530130,4585988,"Mollic Fluvisol",13
"P2124",530644,4586019,"Mollic Fluvisol",13
"P2125",531522,4586362,"Mollic Fluvisol",13
"P2127",532365,4586372,"Fluvisol",12
"P2128",532077,4586089,"Fluvisol",12
"P2129",531598,4584899,"Fluvisol",13
"P2130",530417,4584651,"Fluvisol",20
"P2131",531123,4585585,"Mollic Fluvisol",13
"P2132",532884,4586579,"Mollic Fluvisol",12
"P2133",532622,4585413,"Mollic Fluvisol",12
"P2134",533979,4585716,"Mollic Fluvisol",12
"P2135",531497,4584399,"Mollic Fluvisol",12
"P2137",532027,4583446,"Mollic Fluvisol",12
"P2138",531961,4582987,"Mollic Fluvisol",16
"P2139",531668,4582220,"Mollic Fluvisol",18
"P2140",528808,4583991,"Complex of Solonchak and Solonetz",18
"P2141",529751,4583708,"Complex of Solonchak and Solonetz",18
"P2142",530200,4584051,"Complex of Solonchak and Solonetz",20
"P2143",530246,4583178,"Complex of Solonchak and Solonetz",13
"P2144",531330,4583869,"Complex of Solonchak and Solonetz",19
"P2145",528416,4582151,"Complex of Solonchak and Solonetz",18
"P2146",528739,4581135,"Complex of Solonchak and Solonetz",18
"P2147",528988,4583362,"Mollic Vertic Gleysol",18
"P2148",529035,4582575,"Mollic Vertic Gleysol",18
"P2149",528974,4581875,"Mollic Vertic Gleysol",18
"P2150",529909,4581633,"Mollic Vertic Gleysol",14
"P2151",530010,4582514,"Mollic Vertic Gleysol",13
"P2152",530259,4582009,"Mollic Vertic Gleysol",15
