"ProfID","X","Y","soiltype","Land.Cover"
"P5918",622903,4666355,"Cambisol",23
"P5919",624308,4666724,"Cambisol",26
"P5920",664483,4621049,"Cambisol",23
"P5921",666759,4620755,"Cambisol",23
"P5922",667660,4623743,"Cambisol",23
"P5923",660041,4604901,"Cambisol",21
"P5924",648588,4604144,"Cambisol",23
"P5925",653171,4602460,"Complex of Mollic and Umbric Leptosol",24
"P5926",639582,4623974,"Cambisol",23
"P5927",636059,4627009,"Cambisol",23
"P5928",622982,4623024,"Cambisol",23
"P5929",627895,4621802,"Cambisol",23
"P5930",665953,4622518,"Cambisol",23
"P5931",613781,4652995,"Cambisol",24
"P5932",615289,4650109,"Cambisol",25
"P5933",536294,4628123,"Cambisol",23
"P5934",536122,4633132,"Cambisol",23
"P5935",538936,4620507,"Cambisol",23
"P5936",543765,4618477,"Cambisol",23
"P5937",490571,4612973,"Cambisol",23
"P5938",488238,4614014,"Cambisol",23
"P5939",478025,4590178,"Complex of Cambisol and Mollic and Umbric Leptosol",23
"P5940",477761,4583536,"Complex of Cambisol and Mollic and Umbric Leptosol",23
"P5941",508983,4547614,"Complex of Cambisol, Leptosol and Regosol",23
"P5942",508458,4551826,"Complex of Cambisol, Leptosol and Regosol",23
"P5943",515305,4529640,"Complex of Cambisol, Leptosol and Regosol",23
"P5944",515550,4532221,"Complex of Cambisol, Leptosol and Regosol",23
"P5945",519557,4530497,"Complex of Cambisol, Leptosol and Regosol",25
"P5946",648468,4582487,"Cambisol",23
"P5947",630991,4629055,"Cambisol",23
"P5948",626128,4629439,"Cambisol",23
"P5949",647553,4615890,"Cambisol",23
"P5950",600048,4572134,"Albic Luvisol",21
"P5951",589476,4569841,"Albic Luvisol",28
"P5952",538811,4565570,"Fluvisol",12
"P5953",611082,4570182,"Cambisol",23
"P5954",599830,4633275,"Complex of Vertisol, Regosol and Leptosol",20
"P5955",599664,4635931,"Vertisol",20
"P5956",592782,4643398,"Complex of Regosol and Vertisol",18
"P5957",595979,4646935,"Complex of Vertisol, Regosol and Leptosol",20
"P5958",597119,4647905,"Complex of Vertisol, Regosol and Leptosol",12
"P5959",591130,4649846,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",16
"P5960",598363,4641388,"Complex of Vertisol, Regosol and Leptosol",16
"P5961",610343,4642069,"Vertisol",20
"P5962",600963,4637147,"Complex of Vertisol, Regosol and Leptosol",12
"P5963",608143,4640707,"Vertisol",12
"P5964",571255,4641409,"Complex of Regosol and Vertisol",20
"P5965",572279,4639566,"Complex of Regosol and Vertisol",20
"P5966",604791,4629406,"Vertisol",18
"P5967",600260,4630566,"Complex of Vertisol and Humic Calcaric Regosol",12
"P5968",593957,4644577,"Complex of Regosol and Vertisol",12
"P5969",596898,4647298,"Complex of Vertisol, Regosol and Leptosol",12
"P5970",596407,4640947,"Complex of Regosol and Vertisol",12
"P5971",598202,4639868,"Complex of Vertisol, Regosol and Leptosol",20
"P5972",599539,4639246,"Complex of Vertisol, Regosol and Leptosol",14
"P5973",589645,4631900,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5974",586713,4631571,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5975",583422,4631588,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",14
"P5976",582610,4631990,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5977",583059,4632323,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5978",584132,4632486,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5979",584357,4633299,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5980",582770,4632461,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5981",589662,4631313,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5982",588918,4632403,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5983",587841,4631749,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5984",587546,4630916,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5985",582999,4641651,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",13
"P5986",587818,4632924,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5987",587017,4633681,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5988",588671,4634309,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5989",595394,4633041,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5990",594740,4632073,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5991",594324,4633298,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P5992",577097,4613793,"Complex of Chernozem and Humic Calcaric Regosol",12
"P5995",578135,4610960,"Complex of Chernozem and Humic Calcaric Regosol",13
"P5996",577246,4610157,"Complex of Chernozem and Humic Calcaric Regosol",12
"P5997",580335,4600222,"Complex of Chernozem and Humic Calcaric Regosol",15
"P5998",580369,4601373,"Complex of Chernozem and Humic Calcaric Regosol",19
"P5999",583732,4600860,"Complex of Chernozem and Humic Calcaric Regosol",15
"P6000",585076,4599204,"Complex of Chernozem and Humic Calcaric Regosol",20
"P6001",585364,4599565,"Complex of Chernozem and Humic Calcaric Regosol",20
"P6002",585518,4599983,"Complex of Chernozem and Humic Calcaric Regosol",20
"P6003",585672,4600512,"Complex of Chernozem and Humic Calcaric Regosol",21
"P6004",585090,4601027,"Complex of Chernozem and Humic Calcaric Regosol",12
"P6005",537887,4654114,"Fluvisol",17
"P6158",578294,4613314,"Complex of Chernozem and Humic Calcaric Regosol",20
"P6171",465115,4586133,"Rendzic Leptosols",23
"P6172",464464,4560814,"Rendzic Leptosols",23
"P6173",466842,4553929,"Rendzic Leptosols",23
"P6174",466893,4552399,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P6175",466574,4550387,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P6176",461135,4565970,"Rendzic Leptosols",26
"P6177",469339,4551585,"Complex of Ferric Luvisol and Chromic Luvisol on hard limestones",40
"P6178",468886,4550517,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",22
"P6179",480019,4529085,"Ferric Luvisol on hard limestones",23
"P6180",479641,4529455,"Ferric Luvisol on hard limestones",23
"P6181",485809,4532458,"Rendzic Leptosols",26
"P6182",485755,4532550,"Rendzic Leptosols",26
"P6183",488488,4536051,"Rendzic Leptosols",23
"P6184",489923,4536326,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones",23
"P6185",483916,4536169,"Complex of Ferric Luvisol and Chromic Luvisol on hard limestones",23
"P6186",474910,4613841,"Rendzic Leptosols",23
"P6187",473507,4611355,"Rendzic Leptosols",27
"P6188",476125,4611107,"Rendzic Leptosols",26
"P6189",476868,4611806,"Rendzic Leptosols",23
"P6190",501745,4628307,"Rendzic Leptosols",26
"P6191",502750,4629954,"Rendzic Leptosols",28
"P6192",500936,4631970,"Rendzic Leptosols",24
"P6193",500462,4632813,"Rendzic Leptosols",23
"P6194",495997,4571862,"Chromic Luvisol on hard limestones",23
"P6195",496243,4572245,"Chromic Luvisol on hard limestones",26
"P6196",497229,4572613,"Chromic Luvisol on hard limestones",28
"P6197",501218,4574972,"Rendzic Leptosols",29
"P6198",503659,4573648,"Rendzic Leptosols",22
"P6199",503351,4573928,"Rendzic Leptosols",22
"P6200",500981,4575409,"Rendzic Leptosols",23
"P6201",501042,4593351,"Rendzic Leptosols",29
"P6202",557369,4585259,"Rendzic Leptosols",25
"P6203",557371,4585031,"Rendzic Leptosols",26
"P6204",558183,4583908,"Rendzic Leptosols",26
"P6205",557710,4584472,"Rendzic Leptosols",26
"P6206",549908,4586552,"Rendzic Leptosols",29
"P6207",552233,4585262,"Rendzic Leptosols",23
"P6208",518641,4638793,"Rendzic Leptosols",29
"P6209",518494,4637979,"Chromic Luvisol on hard limestones",27
"P6210",519740,4638479,"Rendzic Leptosols",28
"P6211",523210,4639608,"Rendzic Leptosols",23
"P6212",598107,4634358,"Complex of Vertisol, Regosol and Leptosol",20
"P6213",597662,4632174,"Complex of Vertisol and Humic Calcaric Regosol",14
"P6214",598828,4624095,"Fluvisol",16
"P6215",607377,4620519,"Complex of Mollic and Umbric Leptosol and Regosol",18
"P6216",599986,4617818,"Complex of Chromic Luvisol on saprolite and Regosol",28
"P6217",593197,4617208,"Regosol",18
"P6218",609492,4619769,"Regosol",25
"P6219",597210,4617610,"Fluvisol",28
"P6220",594917,4616013,NA,20
"P6221",604577,4614586,"Regosol",28
"P6222",601296,4610231,"Complex of Chromic Luvisol on saprolite and Regosol",24
"P6223",618081,4625935,"Cambisol",23
"P6224",592893,4598471,"Regosol",24
"P6225",598772,4591097,"Fluvisol",13
"P6226",600102,4589219,"Fluvisol",14
"P6227",603623,4588094,"Fluvisol",20
"P6228",608290,4584832,"Complex of Humic Calcaric Regosol and Regosol",24
"P6229",605021,4580709,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",27
"P6230",595326,4583406,"Complex of Vertisol and Humic Calcaric Regosol",20
"P6231",593501,4584626,"Complex of Vertisol and Humic Calcaric Regosol",20
"P6232",591644,4588544,"Complex of Humic Calcaric Regosol and Regosol",15
"P6233",603014,4583831,"Fluvisol",21
"P6234",483773,4582250,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",20
"P6241",480277,4560985,"Fluvisol",29
"P6243",526048,4592012,"Complex of Cambisol, Leptosol and Regosol",12
"P6244",526319,4591382,"Complex of Cambisol, Leptosol and Regosol",12
"P6245",536286,4585572,"Planosol",12
"P6247",568145,4582838,"Complex of Humic Calcaric Regosol and Regosol",23
"P6248",564795,4583478,NA,23
"P6249",560775,4585542,"Complex of Rendzic Leptosol and Leptosol",27
"P6250",565739,4575939,"Complex of Chromic Luvisol on saprolite and Regosol",23
"P6251",558699,4578542,"Fluvisol",20
"P6252",555048,4579726,"Cambisol",23
"P6253",545263,4573034,"Chromic Luvisol on saprolite",12
"P6254",530530,4570595,"Fluvisol",4
"P6255",533538,4576502,"Mollic Vertic Gleysol",12
"P6256",539767,4576777,"Mollic Fluvisol",12
"P6257",536015,4577255,"Mollic Vertic Gleysol",17
"P6258",593747,4640972,"Complex of Vertisol, Regosol and Leptosol",18
"P6259",596296,4640925,"Complex of Regosol and Vertisol",12
"P6260",602384,4650116,"Complex of Vertisol, Regosol and Leptosol",2
"P6261",614496,4609562,"Chromic Luvisol on saprolite",21
"P6262",609785,4601252,"Complex of Chromic Luvisol on saprolite and Regosol",18
"P6263",615260,4596560,"Regosol",21
"P6264",619227,4604499,"Chromic Luvisol on saprolite",22
"P6265",621892,4606681,"Complex of Humic Calcaric Regosol and Regosol",20
"P6266",624446,4606216,"Fluvisol",20
"P6268",503722,4545743,"Fluvisol",20
"P6269",502490,4544628,"Fluvisol",20
"P6270",501959,4543726,"Fluvisol",20
"P6271",502029,4540191,"Gleysol",29
"P6273",509288,4529011,"Fluvisol",20
"P6274",515241,4529112,"Complex of Cambisol, Leptosol and Regosol",23
"P6275",514892,4529508,"Fluvisol",23
"P6278",580676,4638348,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",16
"P6279",580917,4632228,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",12
"P6280",583875,4630853,"Complex of Solonchak and Solonetz",12
"P6281",587784,4632176,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",12
"P6282",581459,4628813,"Complex of Solonchak and Solonetz",12
"P6283",586006,4624143,"Complex of Mollic and Umbric Leptosol",22
"P6284",574327,4619393,"Regosol",29
"P6285",569236,4624892,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",12
"P6286",570747,4629667,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",14
"P6287",573732,4637994,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",18
"P6288",578157,4641906,"Complex of Fluvisol  and Gleysol",17
"P6289",578986,4645197,"Complex of Vertisol and Humic Calcaric Regosol",28
"P6290",580181,4648657,NA,20
"P6291",634912,4597835,"Complex of Chromic Luvisol on saprolite and Regosol",12
"P6292",636600,4593628,"Fluvisol",12
"P6293",637078,4591134,"Fluvisol",10
"P6294",641927,4589526,"Fluvisol",12
"P6295",633448,4586519,"Chromic Luvisol on saprolite",20
"P6296",633320,4578916,"Albic Luvisol",21
"P6297",644090,4589275,"Fluvisol",13
"P6298",644666,4586148,"Fluvisol",20
"P6299",647849,4585818,"Fluvisol",18
"P6301",652070,4584006,"Fluvisol",21
"P6303",646981,4596538,"Aric Anthrosol",18
"P6308",470038,4567066,"Fluvisol",20
"P6310",474607,4563991,"Fluvisol",20
"P6311",476090,4560747,"Fluvisol",20
"P6313",510478,4669153,"Chromic Luvisol on hard limestones",23
"P6314",505890,4652988,"Fluvisol",20
"P6315",499748,4649510,"Fluvisol",20
"P6316",496323,4647273,"Fluvisol",12
"P6317",497065,4640614,"Fluvisol",20
"P6318",510199,4566718,"Complex of Cambisol, Leptosol and Regosol",23
"P6319",508069,4570148,"Fluvisol",20
"P6321",544145,4620697,"Cambisol",22
"P6322",550171,4615560,"Regosol",21
"P6323",556206,4612017,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",12
"P6324",562596,4615641,"Fluvisol",22
"P6325",554168,4606216,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",25
"P6326",555750,4602845,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",19
"P6327",555589,4598334,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P6328",558720,4602445,"Fluvisol",17
"P6329",561795,4598667,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",25
"P6330",562464,4607991,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22
"P6331",575201,4604000,"Complex of Humic Calcaric Regosol and Regosol",12
"P6332",576521,4609762,"Complex of Humic Calcaric Regosol and Regosol",18
"P6333",579898,4598315,"Fluvisol",26
"P6334",579148,4594610,"Fluvisol",20
"P6335",572595,4593931,"Complex of Humic Calcaric Regosol and Regosol",18
"P6336",585446,4593488,"Vertisol",12
"P6337",585670,4590741,"Fluvisol",12
"P6338",579546,4592020,"Aric Anthrosol",13
"P6339",577854,4589678,"Fluvisol",17
"P6340",570986,4586609,"Complex of Humic Calcaric Regosol and Regosol",27
"P6341",575688,4584182,"Complex of Humic Calcaric Regosol and Regosol",25
"P6342",582290,4583891,"Complex of Humic Calcaric Regosol and Regosol",15
"P6343",587726,4577965,"Complex of Regosol and Vertisol",19
"P6344",595905,4574930,"Vertisol",22
"P6345",580762,4561198,"Complex of Vertisol and Humic Calcaric Regosol",29
"P6346",583930,4563537,"Complex of Mollic and Umbric Leptosol and Regosol",24
"P6347",586809,4558993,"Cambisol",25
"P6348",600120,4560992,"Chromic Luvisol on hard limestones",23
"P6349",601686,4565997,"Chromic Luvisol on hard limestones",23
"P6350",595358,4567143,"Cambisol",23
"P6352",494178,4593061,"Fluvisol",13
"P6354",500952,4584915,"Chromic Luvisol on saprolite",22
"P6355",497280,4583079,"Complex of Cambisol and Regosol",21
"P6356",500950,4579890,"Albic Luvisol",21
"P6360",589243,4663810,"Complex of Vertisol, Regosol and Leptosol",30
"P6361",596344,4662234,"Complex of Cambisol, Leptosol and Regosol",23
"P6362",589472,4672064,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",20
"P6363",591965,4670266,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",10
"P6364",596004,4669988,"Fluvisol",20
"P6365",604655,4691342,"Complex of Mollic and Umbric Leptosol",22
"P6366",565023,4620998,"Fluvisol",16
"P6367",568278,4614431,"Aric Anthrosol",12
"P6368",570657,4619689,NA,15
"P6369",515574,4546534,"Fluvisol",21
"P6370",517564,4548196,"Chromic Luvisol on saprolite",23
"P6371",519741,4544960,"Fluvisol",18
"P6372",520696,4540037,"Complex of Regosol and Leptosol",23
"P6373",523213,4553412,"Fluvisol",13
"P6374",525483,4553196,"Fluvisol",12
"P6375",527022,4551368,"Fluvisol",12
"P6376",528273,4549000,"Fluvisol",12
"P6377",532615,4549836,"Mollic Fluvisol",12
"P6378",535521,4552873,"Fluvisol",13
"P6379",534385,4557908,"Mollic Fluvisol",13
"P6380",534983,4560336,"Fluvisol",13
"P6381",534824,4539520,"Fluvisol",13
"P6382",535918,4530776,"Fluvisol",13
"P6383",539542,4530453,"Fluvisol",12
"P6384",544122,4530465,"Fluvisol",15
"P6385",545342,4531816,"Chromic Luvisol on saprolite",14
"P6386",548499,4534447,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",15
"P6387",540191,4545080,"Fluvisol",12
"P6388",544428,4547929,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P6389",547212,4546610,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",20
"P6390",544241,4546199,"Fluvisol",7
"P6391",543265,4657191,NA,21
"P6392",546735,4646118,"Fluvisol",6
"P6393",532278,4653657,"Populated Site",19
"P6394",546442,4647337,"Populated Site",3
"P6395",551455,4650596,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",15
"P6396",533055,4646529,"Rendzic Leptosols",29
"P6397",535080,4660812,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",12
"P6398",551203,4648211,"Vertisol",8
