"id","Y","X","SOC","BLD","CRFVOL","OCSKGM","meaERROR","OCSKGMlog","B04CHE3","B07CHE3","B13CHE3","B14CHE3","DEMENV5","LCEE10","PRSCHE3","SLPMRG5","TMDMOD3","TMNMOD3","TWIMRG5","VBFMRG5","VDPMRG5","soilmap"
"P0081",42.123302983636,21.4278412070454,1.91,1.44129974051509,49,0.421191023170725,2.21,-0.864668811459581,761.287414550781,44.593132019043,72.4298095703125,29.0350704193115,566,"1",574.335388183594,8,294,281,79,51,6437,"6"
"P0082",42.1356704919521,21.4383276353541,3.88440091959612,1.30820407424846,32.9800330985137,1.02170380168245,2.63,0.0214716275464164,763.937316894531,44.675422668457,74.489387512207,30.2870407104492,869,"2",601.541198730469,8,291,280,77,0,4947,"3"
"P0083",42.1034485542449,21.4696016592196,2.5,1.39732166429528,26.5,0.770273567442774,3.08,-0.261009544839039,763.014587402344,44.6390991210938,73.4458923339844,30.0265197753906,647,"1",605.041625976562,14,294,280,73,4,4973,"3"
"P0084",42.1105831156932,21.4774536321476,2.6677090257582,1.38426383751349,33.4227513502285,0.737572014591637,2.77,-0.304391548631397,764.018981933594,44.6685409545898,75.5681610107422,31.3372898101807,811,"2",629.566772460938,10,292,280,71,0,3370,"3"
"P0085",42.0894023285206,21.5057134961007,6.12,1.16864124934522,31,1.4804814803205,2.42,0.392367359410349,762.918212890625,44.6290397644043,72.3759307861328,29.6772384643555,608,"1",593.960327148438,19,293,281,72,0,4760,"3"
"P0087",42.0666576080733,21.5260146652104,3.17,1.346926137039,38,0.794174588920933,2.51,-0.230451956615381,763.076599121094,44.6216850280762,72.6514434814453,29.5197639465332,669,"1",598.45361328125,24,293,281,67,0,4508,"3"
"P0088",42.0433365500067,21.569657626903,5.36270845240363,1.20952733763541,30.4216676192291,1.35392667839036,2.53,0.303009021170317,763.310974121094,44.6134414672852,69.7587738037109,28.6501884460449,456,"1",571.127014160156,23,297,282,72,0,3911,"3"
"P0090",42.113935664894,21.5435285274525,1.99951718494272,1.43431277184935,28.662643207856,0.613772286712981,3.07,-0.488131288169375,735.48046875,43.8133239746094,86.5202789306641,48.2908401489258,1079,"2",756.379455566406,32,288,280,64,0,-289,"3"
"P0091",42.1034069393826,21.5555170830039,4.08221786833856,1.28988543589295,37.7672413793103,0.983077204412096,2.41,-0.0170676223340002,744.950134277344,44.1005325317383,85.6703643798828,47.351863861084,1069,"2",743.482177734375,28,288,280,65,0,0,"3"
"P0093",42.1632097320024,21.57011450786,5.48386047463175,1.2055688522308,35.6505728314239,1.27627527330052,2.33,0.243945893082662,762.950500488281,44.7193374633789,68.729362487793,34.4593620300293,713,"1",566.78564453125,28,291,281,80,0,2382,"3"
"P0094",42.1794022026206,21.5656721280927,4.87947377501725,1.24424053314843,37.7567287784679,1.13368133676457,2.33,0.125470157671253,762.544738769531,44.7215385437012,68.3002624511719,34.485221862793,619,"2",555.306701660156,35,290,281,70,0,3470,"3"
"P0097",42.2023663446147,21.5248380544919,5.97024413529733,1.18652530120558,41.8554282596836,1.23566152714939,2.08,0.211606476184629,761.172546386719,44.6864585876465,67.9877243041992,39.4393844604492,677,"2",595.314086914062,25,288,280,78,0,4398,"5"
"P0098",42.2289383589093,21.5143367708857,8.99,1.04030266535036,50,1.40284814422496,1.57,0.338504558786893,755.731201171875,44.5398979187012,74.092643737793,39.0277252197266,1017,"2",617.958679199219,22,288,279,82,0,109,"3"
"P0100",42.2231450986441,21.4275940173716,8.48512096046218,1.0614846480572,47.5510922549197,1.41719450064483,1.68,0.348679213564755,725.087646484375,43.5653305053711,78.4685516357422,46.5665626525879,1239,"2",713.377624511719,24,287,278,73,0,1595,"3"
"P0102",42.1831947376005,21.6193223646177,1.47,1.47726206158845,17,0.540722232403221,3.68,-0.61484956562329,761.175598144531,44.7050018310547,65.6809616088867,30.1045665740967,477,"1",525.558044433594,16,292,281,89,9,2395,"3"
"P0103",42.2151698872196,21.6464261201116,2.44098511693834,1.4004006699379,20,0.820405726336533,3.36,-0.197956272875881,762.419982910156,44.7716674804688,71.8193206787109,37.9159088134766,684,"2",623.011352539062,22,292,281,85,0,1,"3"
"P0104",42.2397103367644,21.6453800751567,1.51640551087985,1.47367091345158,27.6179635761589,0.485252652541307,3.2,-0.723085590608324,761.837158203125,44.7802124023438,70.0678482055664,38.2922859191895,619,"1",599.232482910156,20,293,280,81,0,2425,"3"
"P0106",42.0381897709819,21.5921133523464,3.2349025996536,1.3420829341984,16.2312562148459,1.09104790651884,3.37,0.0871386165366043,763.704895019531,44.6180381774902,61.9156799316406,27.8440818786621,332,"1",524.555603027344,2,296,281,90,13,3053,"12"
"P0108",42.0316694010788,21.607921964313,3.5846979033483,1.31832424767798,1,1.40356086747559,3.92,0.339012484226829,763.775573730469,44.6145706176758,64.5419464111328,29.8997383117676,360,"1",557.049499511719,3,296,281,94,35,1921,"18"
"P0109",42.0303847486645,21.6307467962129,3.02523057023393,1.35893126563172,5.15032938604847,1.16980386759517,3.87,0.156836100223382,763.531188964844,44.6110076904297,72.7875823974609,34.4505081176758,514,"1",635.710388183594,11,295,281,90,0,0,"18"
"P0111",42.0174607129254,21.6012061388701,3.34570292685187,1.33544468730668,11.0415606907064,1.19239924047747,3.57,0.175967445851993,764.16748046875,44.6152076721191,60.7517967224121,28.2389678955078,316,"1",532.4423828125,5,296,281,96,40,2998,"18"
"P0112",42.0190474306291,21.6798989610273,3.4060623586482,1.33039573198025,15.2332633401708,1.15233872425102,3.38,0.141793550522815,764.641418457031,44.6377716064453,58.5184211730957,32.7064971923828,336,"1",541.507629394531,3,296,280,96,159,4606,"18"
"P0114",42.0479856954476,21.6978926237987,3.08987022590769,1.35304662407032,16.6993412279031,1.04477480810871,3.38,0.0438013675616589,764.343200683594,44.6580657958984,65.0629119873047,36.8983268737793,416,"1",604.9521484375,10,295,280,96,42,3481,"18"
"P0115",42.0339879764456,21.7221236870062,2.02,1.43256201011457,1,0.859451252348135,4.26,-0.151461172058373,765.15869140625,44.6728553771973,55.8895835876465,30.9437446594238,317,"1",495.345642089844,11,296,280,90,18,3875,"18"
"P0116",42.0245549098541,21.737244241728,1.45726865496545,1.47848012628567,2.34532778544451,0.631203496613134,4.33,-0.460126969837911,765.925109863281,44.6859741210938,48.5784034729004,29.7008743286133,263,"1",454.562164306641,1,295,280,94,306,4340,"9"
"P0118",42.0089969175802,21.7780753020859,4.92639187080668,1.23510868497509,24.1198080823841,1.38510853649508,2.82,0.325778502269292,765.719299316406,44.6630821228027,65.0663070678711,38.8444213867188,414,"2",588.922546386719,10,293,281,82,7,2744,"12"
"P0119",42.009677700888,21.8187084024833,3.14817369595745,1.35067302941918,16.7701584727998,1.06171813668829,3.37,0.0598884795780147,766.233581542969,44.6766052246094,60.727855682373,39.3003883361816,503,"1",567.399291992188,7,293,280,94,10,2413,"12"
"P0120",42.0278233354261,21.8094010186335,2.76418433772137,1.3788716886907,8.72276056930453,1.04369741577063,3.78,0.0427696158138131,766.033020019531,44.6922760009766,69.2369232177734,42.4188690185547,591,"1",664.048095703125,14,293,281,81,0,1129,"12"
"P0122",42.0532553712765,21.7760299362914,7.93053736006834,1.08766881840741,16.4518163017579,2.16200931761288,2.74,0.771038028926917,765.201171875,44.6953964233398,64.0815811157227,39.6656227111816,463,"2",593.084411621094,18,294,281,78,0,2393,"16"
"P0123",42.0844070849547,21.8062399636234,3.95378962040867,1.29412106187726,8.92997512918648,1.39792918628349,3.54,0.334991988940331,765.923767089844,44.7537612915039,56.1739730834961,36.5592384338379,416,"1",540.528625488281,10,295,280,87,0,3154,"18"
"P0124",42.086620320403,21.819189339187,2.74978116710875,1.37705278588117,13.7934350132626,0.979287737821112,3.56,-0.0209297697050544,766.252807617188,44.7633628845215,57.3690872192383,37.0401382446289,373,"1",544.623107910156,4,295,280,95,97,3158,"18"
"P0125",42.0928603125212,21.7656691503175,5.40574395122881,1.20846835281019,13,1.70502699748678,3.16,0.533580944913217,764.786987304688,44.7296981811523,59.3839111328125,38.3684501647949,421,"4",583.611572265625,20,295,280,85,0,2745,"16"
"P0126",42.2218612385757,21.7780913067894,4.97,1.23175611138481,15,1.56106610776354,3.14,0.44536899026088,763.571655273438,44.8351707458496,70.2020416259766,37.8537406921387,632,"3",638.158142089844,12,295,280,86,0,2805,"18"
"P0127",42.2385138949633,21.7612118958768,4.93212652105032,1.23756466493462,17,1.51985255085426,3.09,0.418613324135863,764.773071289062,44.884033203125,73.6817092895508,44.5475807189941,663,"2",708.220336914062,12,293,280,85,10,2127,"5"
"P0128",42.247973116378,21.7562844847749,3.3006452534275,1.337971996222,7.6481616119651,1.22352450889135,3.71,0.201735635486921,763.595703125,44.8672637939453,72.1745300292969,45.7478713989258,626,"1",699.991882324219,8,292,280,92,47,3015,"18"
"P0129",42.232948459667,21.7880650398853,5.07312807881773,1.22665199593633,18.0270935960591,1.53034301283479,3.02,0.425491901672498,763.777038574219,44.8594245910645,69.7558364868164,42.5459747314453,602,"2",657.26123046875,12,292,280,84,1,3712,"18"
"P0130",42.243912183614,21.8027059022086,6.71,1.1390601849473,23,1.76555467727017,2.64,0.568464905756746,763.206848144531,44.8614883422852,63.5660285949707,35.8442268371582,534,"1",563.646118164062,6,293,280,90,20,4733,"18"
"P0132",42.0729714873978,21.5990348248671,1.92697994140185,1.44101314925637,3.62028115844039,0.802882602716532,4.17,-0.219546774083881,762.387573242188,44.6168518066406,72.3390655517578,34.0565414428711,548,"1",597.759399414062,3,294,281,83,10,3972,"9"
"P0142",42.0730213129937,21.6134645455921,3.13109213228373,1.35012131842745,1.07436681783178,1.25458108396622,4.01,0.226801719224438,762.638000488281,44.6265830993652,71.6844863891602,35.5308876037598,481,"1",606.840881347656,2,294,280,88,83,4156,"16"
"P0143",42.0843981630216,21.6158706570063,3.59803841875588,1.31823946636802,1.07436681783178,1.40763546233713,3.91,0.341911319624166,762.267333984375,44.6332893371582,72.8442611694336,40.373119354248,525,"1",628.3935546875,2,294,280,89,54,3810,"9"
"P0153",42.1118859271254,21.635786479094,3.50193773868625,1.3242526371681,9.34554098519187,1.26121664056203,3.6,0.232076842831052,762.486999511719,44.6690330505371,65.4327011108398,40.6137390136719,479,"1",612.780944824219,2,294,280,104,16,3489,"12"
"P0165",42.0790988589997,21.6865826087107,3.12016083742554,1.35071919843762,1,1.2516949601612,4.01,0.22449860094859,764.061828613281,44.6846160888672,57.0018768310547,32.2085342407227,371,"1",502.598815917969,2,296,280,99,293,4077,"18"
"P0175",42.1559910019475,21.618367317894,3.15124574161471,1.34823754758587,0.330663788574006,1.27037374703047,4.03,0.239311146176359,762.269226074219,44.702033996582,55.1085510253906,30.745080947876,400,"1",490.740325927734,1,293,280,92,295,3736,"9"
"P0197",42.1087376288208,21.6957896558587,3.61788658405172,1.31743133463857,2,1.40129724239348,3.88,0.337398409300482,763.436645507812,44.7040901184082,64.9770889282227,40.4842300415039,456,"1",616.172546386719,3,295,280,114,23,3250,"18"
"P0231",42.196174254887,21.7754271241686,1.93548356681034,1.43945508380642,3,0.81073812302186,4.19,-0.209810183273756,763.456481933594,44.8022842407227,64.7666549682617,32.2072105407715,484,"1",575.415344238281,3,295,280,101,16,3490,"12"
"P0246",42.1567659003644,21.7041809928016,3.54584281888182,1.32262923499795,1.5461583528624,1.38519692807256,3.91,0.325842315865759,763.649353027344,44.7540397644043,52.2789459228516,32.0616455078125,335,"1",477.638946533203,5,295,281,106,382,4001,"18"
"P0249",42.1635070921943,21.7445069216857,1.71249274461028,1.45710222964627,2.03456674958541,0.733352676103618,4.28,-0.31012855214676,763.8720703125,44.7751960754395,60.6873588562012,33.3000717163086,422,"1",557.591552734375,5,295,280,109,36,3393,"15"
"P0255",42.1465083785167,21.7568782905766,3.97537109375,1.29284995209716,2.0068359375,1.51092474736967,3.8,0.412721878853603,764.270446777344,44.7691421508789,60.6392097473145,32.4490776062012,418,"1",549.357299804688,1,296,280,113,5,3400,"18"
"P0260",42.1262419913042,21.7635552658834,4.41047752808989,1.26069766221681,3.21839887640449,1.61439802842893,3.66,0.478962149375712,764.706787109375,44.7637176513672,57.648307800293,31.3195304870605,397,"1",522.015258789062,5,296,280,103,16,3351,"18"
"P0280",42.120486334623,21.8060199467338,1.7917302058922,1.4508580487736,2,0.764266579992148,4.27,-0.268838623985084,765.787780761719,44.7872314453125,50.5965766906738,31.0221710205078,342,"1",478.182769775391,10,296,280,99,12,3664,"16"
"P0283",42.1524079418233,21.80548106395,2.26,1.41383948559268,1,0.94899733951952,4.2,-0.0523492838329139,765.352355957031,44.8123397827148,56.0015563964844,30.8736209869385,342,"1",495.86669921875,4,296,280,98,92,4412,"16"
"P0299",42.1278180390457,21.8120153231201,2.28669730392157,1.41123105445488,1,0.958436299487414,4.19,-0.042452177246987,765.972900390625,44.8021125793457,50.3157920837402,30.3082733154297,310,"1",467.161956787109,1,296,280,99,460,4238,"16"
"P0306",42.0782637255082,21.7285716570903,5.07955758426966,1.22133438834774,2,1.82392847644676,3.6,0.600992678408946,764.426330566406,44.6991233825684,62.5664558410645,37.3072967529297,435,"1",576.697631835938,2,296,280,100,10,2802,"18"
"P0307",42.0819900389073,21.7129985626459,3.7640986406068,1.30563672312227,2,1.44487635190147,3.84,0.36802374828475,764.154663085938,44.6902351379395,63.2489547729492,37.8548545837402,426,"4",588.607238769531,6,296,280,103,43,3235,"18"
"P0313",42.0443720571411,21.6650576363838,4.92548406862745,1.22855325755779,2,1.77905853228302,3.62,0.576084309931662,764.113403320312,44.6481857299805,61.7391014099121,30.742338180542,385,"1",529.947875976562,2,296,280,97,122,4293,"16"
"P0314",42.0469502203598,21.6487888148937,3.62468451991231,1.31821343295506,2.67017719725606,1.39515716363579,3.85,0.333007071031939,763.8359375,44.6387939453125,66.3277435302734,31.4801139831543,417,"1",550.924621582031,5,296,280,93,18,4152,"16"
"P0319",42.0588728335604,21.6658009483085,4.56722889171265,1.25499535211861,2.03329042303503,1.68459175592459,3.69,0.521523253099065,763.852111816406,44.6585578918457,63.5952606201172,31.8820266723633,394,"1",538.623474121094,7,296,280,97,20,4066,"18"
"P0321",42.2735733342285,21.9049758366966,2.5,1.39557603698058,17,0.868746083020413,3.48,-0.140704390866781,767.143432617188,45.0106506347656,62.9844627380371,35.7327308654785,682,"1",577.5390625,4,292,280,93,0,5244,"3"
"P0322",42.2690881103722,21.9288164536874,1.63,1.46399509083534,31,0.493966583598752,3.03,-0.705287408619148,769.425537109375,45.0759010314941,64.0077972412109,36.6329116821289,673,"2",575.728454589844,29,291,280,84,1,6078,"3"
"P0323",42.2564796082657,21.9214686658221,1.44,1.479774156168,46,0.34520171515087,2.4,-1.06362635121374,767.092346191406,44.9919967651367,61.2166481018066,33.7453498840332,615,"1",547.336486816406,12,293,280,81,13,6134,"18"
"P0324",42.2614064824912,21.9553326961459,2.66,1.38364987653011,22,0.861239029147403,3.24,-0.14938319502579,767.677551269531,45.0063858032227,69.7887496948242,41.3580894470215,945,"1",653.65673828125,9,292,280,80,0,3306,"3"
"P0327",42.2803577832349,22.050151566412,6.55504184083238,1.15865044665955,8.2921808894639,2.08956325180676,3.19,0.736955073711968,750.510192871094,44.4998664855957,73.2944793701172,43.4180908203125,1106,"2",667.751098632812,21,287,279,77,0,3763,"3"
