"","id","Y","X","SOC","BLD","CRFVOL","OCSKGM","meaERROR"
"30","P0029",4651234,504646,3.25860516777759,1.34098094772275,4.69058463742995,1.24942850455633,3.84
"31","P0030",4652815,501134,2.92768864179057,1.36424598691521,7.94737896292482,1.10299866369419,3.77
"32","P0031",4654009,506068,2.90794201897998,1.36559060351751,1.50625860475467,1.17337316681971,4.04
"33","P0032",4654835,504317,3.7452795660255,1.30875822077237,13.741429311058,1.26843195966538,3.39
"34","P0033",4654626,502527,3.25761360025099,1.34259188885823,19.9394572911635,1.05046932027124,3.23
"35","P0034",4656327,503561,3.16901668441887,1.34712882037817,18.9751934512801,1.03770261395987,3.28
"36","P0035",4658158,504984,4.27790962042917,1.27474002851055,29.1225723187723,1.15953117808376,2.71
"37","P0036",4659272,506496,4.1722981989435,1.28168750443463,14.3296047010172,1.37438851136117,3.3
"38","P0037",4653249,507546,3.66621876862445,1.31344740753922,2.56652007445881,1.40753931019458,3.84
"39","P0038",4655049,508909,3.89127215417367,1.29880142570599,9.97547087911706,1.36494916162754,3.51
"40","P0039",4657029,510601,10.1529502360818,1.01386435077985,1.12002475274364,3.05352664544187,3.03
"41","P0040",4658860,509586,4.273014694887,1.27519728525503,13.4555727819872,1.41472532701334,3.31
"42","P0041",4661516,508034,4.53923967127077,1.26000305159451,13.9679824567567,1.4761689749056,3.26
"43","P0042",4663654,508310,3.64724146216972,1.31484123522085,16.8506509432712,1.19623895352863,3.28
"44","P0043",4665803,510198,4.56083988638498,1.26034275428733,16.2914021297523,1.44352668711013,3.17
"45","P0044",4651896,509896,11.54,0.954215643947142,29,2.34548113713495,2.05
"46","P0045",4653172,511692,12.24,0.934293706745222,29,2.4358158087296,2.01
"47","P0046",4651469,515813,8.26,1.06942590357245,16,2.22603140680413,2.71
"48","P0047",4656647,515292,13,0.914236521709941,25,2.67414182600158,2.09
"49","P0048",4652127,518569,7.76,1.09068084632881,20,2.03128400820278,2.63
"50","P0049",4654252,520456,8.97,1.041071611428,16,2.35327991333632,2.64
"51","P0050",4652490,526190,2.26338938609193,1.41362305708679,5.58870489625612,0.906229311435892,4
"52","P0051",4654968,525412,3.38875108597219,1.33161016655059,9.94334857654212,1.21914067532021,3.6
"53","P0052",4656668,525848,3.84259293475808,1.30139049871894,8.15177604260697,1.37792008054975,3.59
"54","P0056",4660390,518943,5.56,1.19843835630952,28,1.43927652839348,2.59
"55","P0057",4661479,517211,9.15,1.03420803115205,32,1.93045271094841,2.12
"56","P0058",4662536,511862,3.15072430255028,1.3525137097036,2.48759385581466,1.24661746334561,3.96
"57","P0059",4663925,515096,6.59,1.14493131118501,20,1.8108233617702,2.75
"58","P0060",4665159,515563,4.28,1.2733901539127,27,1.19357405906545,2.79
"59","P0061",4667336,514775,7.33,1.10986025343161,14,2.09890111967466,2.87
"60","P0062",4667938,512048,10.86,0.974999889115718,18,2.60477070376599,2.42
"61","P0063",4665729,508430,3.42721697133361,1.33095043864352,16,1.14948689469339,3.36
"62","P0064",4667596,510814,5.98,1.17592949945122,5,2.00413664591471,3.36
"63","P0066",4669410,513106,6.5,1.14938272963238,34,1.47925557303687,2.28
"64","P0067",4654503,528413,4.04,1.28858229892689,21,1.23379177957652,3.06
"65","P0068",4655944,528210,3.73902093596059,1.30973156515482,22.0591133004926,1.1450561621003,3.06
"66","P0069",4657879,528008,4.67,1.24949334660686,10,1.5754861607366,3.38
"67","P0071",4660193,531839,8.76,1.0492423222391,4,2.64711246993057,3.04
"68","P0072",4661305,529702,4.56589539007092,1.25729990058433,1.93576104746318,1.6888720767141,3.7
"69","P0073",4663366,530676,4.25,1.27526861054419,10,1.46337073059946,3.45
"70","P0074",4664391,531030,2.75064689793657,1.37798330833072,41.5696752527351,0.664413357593579,2.42
"71","P0075",4663822,532484,4.63802638254693,1.25163044044168,44.8604769152714,0.960270509940897,2.07
"72","P0076",4668032,531384,2.8657650862069,1.37004858714069,37.9935344827586,0.730356313249839,2.55
"73","P0077",4669385,531346,5.49769088669951,1.20223701625964,7.17456896551724,1.84059671400783,3.35
"74","P0078",4670877,533104,7.92095744680851,1.08746562265549,47.5783551554828,1.35464380559308,1.72
"75","P0079",4663872,535114,3.29336947626841,1.34069616724339,16.8915711947627,1.10087282289148,3.34
"76","P0080",4665478,534937,3.56824933687003,1.32459047837197,12.3912466843501,1.24224019527626,3.48
"77","P0081",4664441,535809,1.91,1.44129974051509,49,0.421191023170725,2.21
"78","P0082",4665819,536669,3.88440091959612,1.30820407424846,32.9800330985137,1.02170380168245,2.63
"79","P0083",4662254,539274,2.5,1.39732166429528,26.5,0.770273567442774,3.08
"80","P0084",4663050,539919,2.6677090257582,1.38426383751349,33.4227513502285,0.737572014591637,2.77
"81","P0085",4660711,542270,6.12,1.16864124934522,31,1.4804814803205,2.42
"82","P0086",4658992,542979,3.82,1.30284366546193,15,1.26910001452647,3.32
"83","P0087",4658195,543965,3.17,1.346926137039,38,0.794174588920933,2.51
"84","P0088",4655628,547594,5.36270845240363,1.20952733763541,30.4216676192291,1.35392667839036,2.53
"85","P0089",4660231,548377,3.52654012905828,1.32322638214788,32.1389897156685,0.950002081652756,2.7
"86","P0090",4663455,545381,1.99951718494272,1.43431277184935,28.662643207856,0.613772286712981,3.07
"87","P0091",4662292,546380,4.08221786833856,1.28988543589295,37.7672413793103,0.983077204412096,2.41
"88","P0092",4663076,547707,2.55282602073422,1.39506529671724,22.6268945854041,0.826660213676752,3.24
"89","P0093",4668942,547543,5.48386047463175,1.2055688522308,35.6505728314239,1.27627527330052,2.33
"90","P0094",4670738,547164,4.87947377501725,1.24424053314843,37.7567287784679,1.13368133676457,2.33
"91","P0095",4672521,546076,5.55,1.19917797410261,51.5,0.96836619353721,1.75
"92","P0096",4674354,545672,3.15,1.34833008237162,44,0.713536279591062,2.27
"93","P0097",4673267,543775,5.97024413529733,1.18652530120558,41.8554282596836,1.23566152714939,2.08
"94","P0098",4676213,542890,8.99,1.04030266535036,50,1.40284814422496,1.57
"95","P0099",4672445,548289,10.4,0.989912063329322,48,1.60603333154549,1.56
"96","P0100",4675530,535733,8.48512096046218,1.0614846480572,47.5510922549197,1.41719450064483,1.68
"97","P0101",4672355,549809,1.59,1.46729127697057,35,0.454933660424726,2.86
"98","P0102",4671190,551593,1.47,1.47726206158845,17,0.540722232403221,3.68
"99","P0103",4674758,553805,2.44098511693834,1.4004006699379,20,0.820405726336533,3.36
"100","P0104",4677483,553698,1.51640551087985,1.47367091345158,27.6179635761589,0.485252652541307,3.2
"101","P0105",4663552,548719,3.26327586206897,1.34047716646542,20.2586206896552,1.04644933769162,3.21
"102","P0106",4655069,549457,3.2349025996536,1.3420829341984,16.2312562148459,1.09104790651884,3.37
"103","P0107",4656362,550728,2.49722780022301,1.39632067771482,23.4245161216366,0.801040243092771,3.21
"104","P0108",4654354,550771,3.5846979033483,1.31832424767798,1,1.40356086747559,3.92
"105","P0109",4654225,552662,3.02523057023393,1.35893126563172,5.15032938604847,1.16980386759517,3.87
"106","P0110",4651993,550920,3.84717051814407,1.30549309347358,9,1.37113008965267,3.57
"107","P0111",4652772,550226,3.34570292685187,1.33544468730668,11.0415606907064,1.19239924047747,3.57
"108","P0112",4652997,556742,3.4060623586482,1.33039573198025,15.2332633401708,1.15233872425102,3.38
"109","P0114",4656223,558206,3.08987022590769,1.35304662407032,16.6993412279031,1.04477480810871,3.38
"110","P0115",4654685,560225,2.02,1.43256201011457,1,0.859451252348135,4.26
"111","P0116",4653648,561486,1.45726865496545,1.47848012628567,2.34532778544451,0.631203496613134,4.33
"112","P0117",4652954,563323,5.8,1.1854565388834,0,2.06269437765711,3.56
"113","P0118",4651950,564883,4.92639187080668,1.23510868497509,24.1198080823841,1.38510853649508,2.82
"114","P0119",4652057,568248,3.14817369595745,1.35067302941918,16.7701584727998,1.06171813668829,3.37
"115","P0120",4654065,567458,2.76418433772137,1.3788716886907,8.72276056930453,1.04369741577063,3.78
"116","P0122",4656864,564669,7.93053736006834,1.08766881840741,16.4518163017579,2.16200931761288,2.74
"117","P0123",4660347,567137,3.95378962040867,1.29412106187726,8.92997512918648,1.39792918628349,3.54
"118","P0124",4660603,568206,2.74978116710875,1.37705278588117,13.7934350132626,0.979287737821112,3.56
"119","P0125",4661255,563772,5.40574395122881,1.20846835281019,13,1.70502699748678,3.16
"120","P0126",4675592,564669,4.97,1.23175611138481,15,1.56106610776354,3.14
"121","P0127",4677429,563259,4.93212652105032,1.23756466493462,17,1.51985255085426,3.09
"122","P0128",4678476,562843,3.3006452534275,1.337971996222,7.6481616119651,1.22352450889135,3.71
"123","P0129",4676831,565481,5.07312807881773,1.22665199593633,18.0270935960591,1.53034301283479,3.02
"124","P0130",4678060,566678,6.71,1.1390601849473,23,1.76555467727017,2.64
"125","P0131",4658251,549629,2.03814655172414,1.43120323269199,13,0.761337504650706,3.74
"126","P0132",4658936,550003,1.92697994140185,1.44101314925637,3.62028115844039,0.802882602716532,4.17
"127","P0142",4658950,551197,3.13109213228373,1.35012131842745,1.07436681783178,1.25458108396622,4.01
"128","P0143",4660215,551387,3.59803841875588,1.31823946636802,1.07436681783178,1.40763546233713,3.91
"129","P0148",4661811,553782,3.66292699353448,1.31739512060143,1,1.43318007807528,3.91
"130","P0153",4663280,553012,3.50193773868625,1.3242526371681,9.34554098519187,1.26121664056203,3.6
"131","P0164",4657926,556084,2.83645070043103,1.37230061147042,2,1.14438413099852,4.04
"132","P0165",4659671,557242,3.12016083742554,1.35071919843762,1,1.2516949601612,4.01
"133","P0168",4661387,552729,2.51118611235302,1.39629995729933,6.49848762012708,0.983552430622488,3.92
"134","P0175",4668168,551536,3.15124574161471,1.34823754758587,0.330663788574006,1.27037374703047,4.03
"135","P0179",4666543,552948,2.23699959466922,1.41566158063143,1.9909797706767,0.931135005043083,4.16
"136","P0197",4662969,557977,3.61788658405172,1.31743133463857,2,1.40129724239348,3.88
"137","P0231",4672737,564475,1.93548356681034,1.43945508380642,3,0.81073812302186,4.19
"138","P0246",4668309,558627,3.54584281888182,1.32262923499795,1.5461583528624,1.38519692807256,3.91
"139","P0249",4669086,561953,1.71249274461028,1.45710222964627,2.03456674958541,0.733352676103618,4.28
"140","P0255",4667207,562992,3.97537109375,1.29284995209716,2.0068359375,1.51092474736967,3.8
"141","P0260",4664961,563564,4.41047752808989,1.26069766221681,3.21839887640449,1.61439802842893,3.66
"142","P0280",4664354,567081,1.7917302058922,1.4508580487736,2,0.764266579992148,4.27
"143","P0283",4667899,567003,2.26,1.41383948559268,1,0.94899733951952,4.2
"144","P0293",4670378,565782,2.44,1.40009948112836,1,1.0146240919841,4.16
"145","P0295",4669291,565570,2.57,1.39033404621813,1,1.06122807413783,4.13
"146","P0299",4665173,567569,2.28669730392157,1.41123105445488,1,0.958436299487414,4.19
"147","P0306",4659607,560717,5.07955758426966,1.22133438834774,2,1.82392847644676,3.6
"148","P0307",4660010,559425,3.7640986406068,1.30563672312227,2,1.44487635190147,3.84
"149","P0313",4655800,555491,4.92548406862745,1.22855325755779,2,1.77905853228302,3.62
"150","P0314",4656076,554142,3.62468451991231,1.31821343295506,2.67017719725606,1.39515716363579,3.85
"151","P0319",4657411,555540,4.56722889171265,1.25499535211861,2.03329042303503,1.68459175592459,3.69
"152","P0320",4679606,574091,2.25321428571429,1.41467270768055,24.8226600985222,0.718897014905587,3.19
"153","P0321",4681439,575083,2.5,1.39557603698058,17,0.868746083020413,3.48
"154","P0322",4680962,577055,1.63,1.46399509083534,31,0.493966583598752,3.03
"155","P0323",4679555,576464,1.44,1.479774156168,46,0.34520171515087,2.4
"156","P0324",4680133,579252,2.66,1.38364987653011,22,0.861239029147403,3.24
"157","P0325",4680949,581901,1.59,1.46729127697057,26,0.517924474945073,3.26
"158","P0326",4681012,585430,6.65,1.14198663845593,10.6316482642657,2.03604639848161,3.07
"159","P0327",4682330,587049,6.55504184083238,1.15865044665955,8.2921808894639,2.08956325180676,3.19
"160","P0328",4683423,590804,7.48717844215225,1.10761481415163,7.45621615001497,2.3023717445965,3.08
"161","P0329",4681903,591042,7.34342712193435,1.13022113764105,25.3107657665198,1.85969394039952,2.54
"162","P0330",4680849,594181,6.94214105383617,1.14677903559958,14.5292187869374,2.04132477631243,2.95
"163","P0331",4681112,602042,2.20466389254352,1.42079451707772,32.674566506834,0.632665387075447,2.87
"164","P0332",4680472,604365,3.27,1.33994981283075,21,1.0384477054457,3.18
"165","P0333",4683573,601376,8.06,1.07779619846215,31,1.79821673343823,2.24
"166","P0334",4685582,600033,1.41,1.48229405838751,40,0.37620623201875,2.67
"167","P0335",4687591,605231,2.32,1.40923102956296,25,0.735618597431863,3.17
"168","P0336",4680849,607981,3.29344107031575,1.34661043501566,29.9569549750727,0.931918955349971,2.83
"169","P0337",4681476,609438,3.59,1.31810438244327,39,0.865955036133758,2.41
"170","P0338",4683598,608847,2.69,1.38143561246231,43,0.635446567376539,2.36
"171","P0339",4685369,606637,2.04,1.43098398589911,43,0.499184453641046,2.45
"172","P0340",4676899,572317,2.091400304414,1.429780924983,16.7907153729072,0.746448257642653,3.57
"173","P0341",4674990,571877,1.14,1.50532855109856,22,0.401561444291051,3.52
"174","P0342",4676108,575883,2.61,1.3873556204848,0,1.0862994508396,4.16
"175","P0343",4675668,577867,1.44,1.479774156168,34.22501878287,0.420474746854992,2.92
"176","P0344",4675505,580516,0.9,1.52635077415355,31,0.284359149224806,3.16
"177","P0345",4674162,578708,2.63158615152867,1.38581656464555,31.8655851588978,0.745437309446435,2.83
"179","P0348",4672893,574564,1.75632829360133,1.45437508654513,1.31354103801009,0.756242263695608,4.31
"180","P0349",4669830,572932,1.88928544526281,1.44368621472902,3.84634457649816,0.786787483467411,4.17
"181","P0350",4670382,575971,2.12950964362122,1.42392932887221,0.382661818418462,0.906200368023307,4.26
"183","P0352",4666829,575104,2.84,1.37046677777678,25,0.87572827099936,3.08
"184","P0353",4666100,574213,2.9715219847599,1.36086335562389,1.0446801799739,1.20047706983106,4.04
"185","P0354",4665699,577251,1.16,1.50360014307376,26,0.387207108844355,3.34
"186","P0356",4666979,582261,2.8867799188641,1.3838941973959,16.2342310418143,1.0039322330606,3.48
"187","P0358",4668875,585790,2.57723818646232,1.38980394550696,11.4043306629514,0.952010736224395,3.69
"188","P0359",4662673,573321,2.29411740558292,1.41198464221728,4.51265114196149,0.927924631933152,4.05
"189","P0360",4661869,570496,2.48671732991158,1.40453228748706,7.44949458160098,0.969746448373999,3.9
"190","P0361",4660036,572869,2.50015094569349,1.39554645370233,2.96563124682472,1.01568109037767,4.06
"191","P0362",4657575,570370,0.976000905547962,1.51967157531448,2.83749434032524,0.432334528179651,4.43
"192","P0363",4661907,576686,1.24,1.49672215757232,9,0.506670384781383,4.09
"193","P0364",4656595,574137,1.46332424223037,1.4812759540452,0.28608127982753,0.648415785695738,4.43
"194","P0365",4658717,579411,1.33413249079344,1.48872970317717,6.65726481419484,0.556181567590163,4.17
"195","P0366",4659609,580667,1.8257575776483,1.44920069450229,2.7498592557999,0.771939276553328,4.23
"196","P0367",4656294,578168,1.92656012356195,1.44373421327026,12.3681960663844,0.731228015132564,3.8
"197","P0368",4654097,573522,1.74677339901478,1.45467997482013,0.753284072249589,0.756556609143223,4.33
"198","P0369",4653418,580868,2.84466023121195,1.3962826573869,8.59566933704865,1.0891602241541,3.83
"199","P0370",4655967,587397,1.66,1.46153188595484,9,0.662337020077016,3.99
"200","P0371",4654423,584446,1.47,1.47726206158845,7,0.605869489319271,4.12
"201","P0372",4658353,586982,2.1459259475844,1.4266661432878,5.65354382753557,0.866530657903524,4.04
"202","P0373",4660186,585626,1.70798627726953,1.45766351281858,13.7466802901532,0.64422672030324,3.77
"203","P0374",4661090,582651,2.32369839030478,1.40900945941295,14.1312655845252,0.843431822217352,3.63
"204","P0375",4668762,587786,1.48,1.47642642757636,13,0.570314000444198,3.85
"205","P0376",4670947,587824,3.95,1.29437729499101,16,1.28842315943405,3.26
"206","P0377",4674526,589582,1.53,1.47226119865976,41,0.398703055209049,2.61
"207","P0378",4678431,588477,1.27,1.49415755147383,26,0.421262780062532,3.32
"208","P0379",4665713,586789,1.9,1.44209902068312,8,0.756236726446225,3.98
"209","P0380",4655099,579657,1.53092418437246,1.47228099536868,13.2140369209335,0.586833815974964,3.83
"210","P0381",4669965,589434,1.44,1.479774156168,19,0.517802572726305,3.6
"211","P0382",4673347,590689,1.24,1.49672215757232,3,0.540077223338397,4.36
"212","P0383",4673833,594440,0.9,1.52635077415355,17,0.342055208487811,3.8
"213","P0384",4674302,598223,1.94,1.43890685468224,28,0.602959528386047,3.11
"214","P0385",4675674,598340,1.36,1.48651131167368,15,0.515522122888432,3.79
"215","P0386",4675254,601161,0.91,1.52546438903019,30,0.291516244743669,3.2
"216","P0387",4670941,595087,1.56454227620577,1.47067069133473,10.8946687567533,0.615074446086397,3.93
"217","P0388",4671449,597376,3.2155943393124,1.34756850806855,9.69814056804664,1.173897172282,3.65
"218","P0389",4672429,602970,1.98,1.43572786930055,33,0.571390977424233,2.89
"219","P0390",4670828,605079,1.75024725741533,1.45425082368584,5.16448074084301,0.724154119232174,4.14
"220","P0391",4678041,608488,0.93,1.5236943670442,10,0.382599655564799,4.11
"221","P0392",4675508,607951,0.64,1.54972157193092,22,0.232086302612375,3.63
"222","P0393",4676261,595558,0.59,1.55428846370287,18,0.225589427621834,3.82
"223","P0394",4669048,590699,1.2920555270113,1.49126973924802,0.437244804621056,0.575513538449053,4.45
"224","P0395",4666891,590558,4.24,1.27589605925547,42,0.941305076676313,2.22
"225","P0396",4669396,596462,2.03845799410042,1.43106559970757,0,0.875150133541805,4.29
"226","P0397",4669745,599561,3.9,1.29762012509065,33,1.01720441605856,2.61
"227","P0398",4669952,602301,7.14,1.11861044927768,24,1.82100832258812,2.56
"228","P0399",4664462,601293,5.2636101008699,1.22715527269016,14.2579724072078,1.66149191939206,3.16
"229","P0400",4663379,592865,2.58,1.3895882840554,25,0.806655998894163,3.13
"230","P0401",4661448,595012,5.37,1.20894665065011,36,1.24647235468629,2.33
"231","P0402",4657502,595106,4.2,1.27841235451201,11,1.43361161434977,3.42
"232","P0403",4657606,600107,3.3,1.33787094860557,18,1.086083636078,3.29
"233","P0404",4657229,602725,3.0832496194825,1.35707617490551,14.3255961440893,1.07543770411922,3.49
"234","P0405",4660177,602310,7.20540538333832,1.11617517536373,29.9708107666766,1.68962813239169,2.35
"235","P0406",4654008,594155,4.21,1.27778230429066,4,1.54928548830634,3.68
"236","P0407",4653001,596406,1.82,1.44852311336541,14.4806721583079,0.676366907679181,3.72
"238","P0409",4652304,607141,4.91,1.23525966188621,9,1.65577910858213,3.38
"239","P0410",4655703,605898,5.55,1.19898629068809,9,1.81664407833606,3.28
"240","P0411",4658077,605277,7.7,1.09330610460802,28,1.81838671318406,2.37
"241","P0412",4665093,604034,3.55608855233298,1.32449752171238,15.0096342779654,1.20092163778302,3.38
"243","P0414",4667554,608548,4.91,1.23525966188621,25,1.36465311146879,2.78
"244","P0415",4668043,610381,5.55,1.19898629068809,24,1.51719725223671,2.74
"245","P0416",4684559,614199,5.29,1.21343335576094,39,1.17468842871149,2.22
"246","P0417",4681090,616424,5.4,1.20727368531936,22,1.52551102876954,2.83
"247","P0418",4680463,617789,2.27,1.41306942197435,21,0.760217218327982,3.35
"248","P0419",4678754,612338,2.38,1.40465108688059,16,0.8424535358675,3.54
"249","P0420",4677146,612349,1.93,1.43970365836855,38,0.516824819281141,2.68
"250","P0421",4676195,615180,1.49,1.4755916574972,23,0.50788389259396,3.41
"251","P0422",4676974,618143,10.19,0.996959307958364,42,1.76766867056866,1.75
"252","P0423",4678996,619215,1.84,1.44691210295224,16,0.670904203896893,3.65
"253","P0424",4675163,619104,11.1281403115872,1.00417012233733,20.1346547357827,2.67737692771296,2.43
"254","P0425",4674607,612106,2.9,1.36612667650096,14,1.02213597935802,3.53
"255","P0426",4673171,612318,2.3290450890711,1.40898764093256,29.1960521794443,0.69704980183497,2.99
"256","P0427",4672878,620874,9.49959383031509,1.05077913946488,54.2703264759984,1.36941737777892,1.46
"257","P0428",4671998,622148,4.28598536886935,1.27519639532378,35.9897307322434,1.04953921303601,2.45
"258","P0429",4671108,622806,5.13395871036154,1.26975045794318,52.9808191974123,0.919532455838606,1.8
"259","P0430",4669763,623483,3.95642779115068,1.31797981338158,46.1995350096188,0.841626276706546,2.13
"260","P0431",4669106,623220,3.44573266184201,1.38370323591331,28.6690791922489,1.02028997910113,2.96
"261","P0432",4670825,612763,1.65,1.46235210508187,25,0.542898219011645,3.29
"262","P0433",4669631,612338,6.3582346652715,1.15571412217776,25.8848949555151,1.63386043378579,2.58
"263","P0434",4668832,613724,3.31107132150027,1.37009552760496,15.4444052202714,1.15075531081193,3.48
"264","P0435",4668509,613137,3.20989639037433,1.34881785210883,7,1.20794878977709,3.76
"265","P0436",4667275,612005,4.77108461143664,1.26176401416495,17.9136701048311,1.48247489979732,3.11
"266","P0437",4666840,616212,3.12999349026368,1.36608447518249,16.269466597717,1.07405396510136,3.43
"267","P0438",4667255,616717,5.34639026266657,1.21008098439003,15.0353366481146,1.64905328570918,3.09
"268","P0439",4667285,617850,5.05875546457616,1.25782450008148,35.5795993352182,1.22972616193854,2.43
"269","P0440",4666223,617739,7.62798966452122,1.11891815958032,47.6719932182842,1.33987370871491,1.77
"270","P0441",4665809,619155,6.5898046875,1.14522582052989,8.1025390625,2.08059926673816,3.16
"271","P0442",4666517,621511,9.94,1.00555094675978,18,2.45881339705489,2.49
"272","P0443",4664696,614159,8.35725479206288,1.06410319825865,30.2737404678892,1.86022301931461,2.24
"273","P0444",4663574,613754,6.6928857121275,1.15144572580894,30.3736828190505,1.60972452184339,2.41
"274","P0445",4663341,616465,13.9588560022247,0.923629842215083,13.1102190417671,3.36076186588005,2.44
"275","P0446",4664261,618679,6.28022867904224,1.16002484899742,74.0844767285445,0.566400968363075,0.91
"276","P0447",4661258,615706,5.44804847230699,1.20563569600874,16.8938720628624,1.63761332627454,3.01
"277","P0448",4657708,612844,6.24136329656546,1.16160072827129,18.2358667824012,1.7783630662602,2.86
"278","P0449",4654634,613087,7.83965814481541,1.15806049165759,14.1472618710866,2.33831909582436,2.99
"279","P0450",4652843,625172,4.03115855597964,1.2922700135723,16.0129611959288,1.31255246306954,3.26
"280","P0451",4557397,513076,0.61,1.55245887211125,23,0.218756979669196,3.59
"281","P0452",4565503,513404,2.85493218280837,1.372851653227,29.8947869820245,0.824310772266608,2.89
"282","P0453",4563122,508355,0.64,1.54972157193092,36,0.190429786758871,2.98
"283","P0454",4561087,508545,2.15,1.42236296702649,52,0.440363574591401,2.05
"285","P0456",4558853,510251,8.58548089514152,1.06573808354442,36.7967086928785,1.73490644709786,2.03
"286","P0457",4556833,509203,1.36,1.48651131167368,56,0.266858510671659,1.96
"288","P0459",4564447,511881,2.87781214358904,1.36998215050923,39.6541995260016,0.713749236755421,2.48
"289","P0460",4565908,509226,2.05,1.43019619717867,41,0.51894669014628,2.53
"290","P0461",4565089,516124,2.46537456350938,1.40110992366044,41.8201454059363,0.602905167370138,2.45
"291","P0462",4563228,516137,2.29161552723902,1.41468276902974,29.4507843600604,0.686142411299034,2.99
"294","P0465",4564689,517973,1.33210348504469,1.48883661278656,2.38100536555006,0.580818699483412,4.36
"295","P0466",4562301,518455,1.40712981130556,1.48246435174482,11.8784074695621,0.551470156126079,3.92
"296","P0467",4561685,516944,2.13659649564338,1.42310430483179,29.2248761184767,0.6455964550907,3.02
"297","P0468",4559601,516721,1.38072935073048,1.48477503357146,18.7357102335953,0.499793049265506,3.62
"298","P0469",4556711,513768,7.80524262438365,1.10196858425526,44.2686018898729,1.43805936258288,1.85
"299","P0470",4556978,517071,1.68,1.45989399081209,50,0.367893285684646,2.19
"300","P0471",4557505,519262,1.13,1.50619409693494,45,0.28082988937352,2.49
"301","P0472",4557353,521142,1.73766723236814,1.45762475089095,41.2726981457007,0.446245293496251,2.57
"302","P0473",4557378,523530,1.94,1.43890685468224,27,0.611333966280298,3.15
"303","P0474",4556756,526871,2.35,1.40693750510509,24,0.753837115235307,3.21
"305","P0476",4561596,524432,1.11025348531789,1.50908133696074,45.7926867254849,0.27246701291308,2.45
"306","P0477",4561062,521803,1.14,1.50532855109856,22,0.401561444291051,3.52
"307","P0478",4563463,521771,1.22,1.4984363216919,28,0.394867939492249,3.24
"309","P0480",4564282,524331,2.29109812843891,1.41519100141201,47.4990017014192,0.510678489592803,2.23
"310","P0481",4556961,522535,0.930476957782791,1.52367166812934,7.70376276573283,0.392556583798695,4.22
"311","P0482",4559281,515887,0.53,1.55980000374329,68,0.0793626241904586,1.5
"312","P0483",4564481,519597,0.67,1.54699275297424,56,0.136816039073042,2.04
"313","P0484",4560137,519224,2.45,1.39934362282239,40,0.617110537664675,2.52
"314","P0485",4565830,515483,1.4124777966346,1.48217184408535,22.3605237868589,0.487622840708504,3.45
"315","P0486",4648357,486386,7.685,1.09529618838226,14,2.17167661159116,2.84
"316","P0488",4649864,486132,8.66577040632866,1.05580981429588,18.457928802589,2.23818441024806,2.6
"317","P0489",4646342,486217,3.70616773330786,1.32487375389691,28.5516286178241,1.05247831346951,2.84
"318","P0490",4643039,485344,4.42953830542872,1.26437506830095,31.2092846270929,1.15580738701128,2.61
